city_town,Ward,Pct,State_Rep,State_Senate,US_House,Gov_Council
Lowell,2,3,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,2,4,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,3,1,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,3,2,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,3,3,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,3,4,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,4,1,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,4,2,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,4,3,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,4,3A,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,4,4,Sixteenth Middlesex,First Middlesex,3,Fifth
Lowell,4,4A,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,5,1,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,5,1A,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,5,2,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,5,3,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,5,4,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,6,1,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,6,2,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,6,3,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,6,3A,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,6,4,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,6,4A,Seventeenth Middlesex,First Middlesex,3,Fifth
Lowell,7,1,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,7,2,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,7,3,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,7,4,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,8,1,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,8,2,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,8,3,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,8,4,Eighteenth Middlesex,First Middlesex,3,Fifth
Lowell,8,4A,Seventeenth Middlesex,First Middlesex,3,Fifth
Ludlow,-,1,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Ludlow,-,2,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Ludlow,-,3,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Ludlow,-,4,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Ludlow,-,5,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Ludlow,-,6,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Lunenburg,-,A,First Middlesex,Worcester and Middlesex,3,Seventh
Lunenburg,-,B,Third Worcester,Worcester and Middlesex,3,Seventh
Lunenburg,-,B1,First Middlesex,Worcester and Middlesex,3,Seventh
Lunenburg,-,C,First Middlesex,Worcester and Middlesex,3,Seventh
Lunenburg,-,C1,Third Worcester,Worcester and Middlesex,3,Seventh
Lunenburg,-,D,First Middlesex,Worcester and Middlesex,3,Seventh
Lynn,1,1,Ninth Essex,Third Essex,6,Sixth
Lynn,1,2,Ninth Essex,Third Essex,6,Sixth
Lynn,1,2A,Tenth Essex,Third Essex,6,Sixth
Lynn,1,3,Tenth Essex,Third Essex,6,Sixth
Lynn,1,4,Tenth Essex,Third Essex,6,Sixth
Lynn,2,1,Tenth Essex,Third Essex,6,Sixth
Lynn,2,2,Tenth Essex,Third Essex,6,Sixth
Lynn,2,3,Tenth Essex,Third Essex,6,Sixth
Lynn,2,4,Tenth Essex,Third Essex,6,Sixth
Lynn,3,1,Tenth Essex,Third Essex,6,Sixth
Lynn,3,2,Tenth Essex,Third Essex,6,Sixth
Lynn,3,3,Tenth Essex,Third Essex,6,Sixth
Lynn,3,4,Eighth Essex,Third Essex,6,Sixth
Lynn,4,1,Tenth Essex,Third Essex,6,Sixth
Lynn,4,2,Tenth Essex,Third Essex,6,Sixth
Lynn,4,3,Eleventh Essex,Third Essex,6,Sixth
Lynn,4,3A,Eighth Essex,Third Essex,6,Sixth
Lynn,4,4,Eighth Essex,Third Essex,6,Sixth
Lynn,5,1,Eleventh Essex,Third Essex,6,Sixth
Lynn,5,2,Eleventh Essex,Third Essex,6,Sixth
Lynn,5,3,Tenth Essex,Third Essex,6,Sixth
Lynn,5,4,Eleventh Essex,Third Essex,6,Sixth
Lynn,6,1,Eleventh Essex,Third Essex,6,Sixth
Lynn,6,2,Eleventh Essex,Third Essex,6,Sixth
Lynn,6,3,Eleventh Essex,Third Essex,6,Sixth
Lynn,6,4,Eleventh Essex,Third Essex,6,Sixth
Lynn,7,1,Eleventh Essex,Third Essex,6,Sixth
Lynn,7,2,Eleventh Essex,Third Essex,6,Sixth
Lynn,7,3,Eleventh Essex,Third Essex,6,Sixth
Lynn,7,4,Eleventh Essex,Third Essex,6,Sixth
Lynnfield,-,1,Twentieth Middlesex,Third Essex,6,Sixth
Lynnfield,-,2,Twentieth Middlesex,Third Essex,6,Sixth
Lynnfield,-,3,Twentieth Middlesex,Third Essex,6,Sixth
Lynnfield,-,4,Twentieth Middlesex,Third Essex,6,Sixth
Malden,1,1,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,1,2,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,1,3,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,2,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,2,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,2,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,3,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,3,1A,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,3,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,3,3,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,4,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,4,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,4,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,5,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,5,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Malden,5,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,5,3A,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Malden,6,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,6,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,6,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,7,1,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,7,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,7,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,7,3A,Thirty-Fifth Middlesex,Fifth Middlesex,5,Sixth
Malden,8,1,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,8,2,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Malden,8,3,Thirty-Third Middlesex,Fifth Middlesex,5,Sixth
Manchester-by-the-Sea,-,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Mansfield,-,1,Fourteenth Bristol,Bristol and Norfolk,4,Second
Mansfield,-,2,First Bristol,Bristol and Norfolk,4,Second
Mansfield,-,2A,Fourteenth Bristol,Bristol and Norfolk,4,Second
Mansfield,-,3,First Bristol,Bristol and Norfolk,4,Second
Mansfield,-,4,Eighth Norfolk,Bristol and Norfolk,4,Second
Mansfield,-,5,Fourteenth Bristol,Bristol and Norfolk,4,Second
Mansfield,-,6,First Bristol,Bristol and Norfolk,4,Second
Mansfield,-,6A,Eighth Norfolk,Bristol and Norfolk,4,Second
Mansfield,-,7,First Bristol,Bristol and Norfolk,4,Second
Marblehead,-,1,Eighth Essex,Third Essex,6,Sixth
Marblehead,-,2,Eighth Essex,Third Essex,6,Sixth
Marblehead,-,3,Eighth Essex,Third Essex,6,Sixth
Marblehead,-,4,Eighth Essex,Third Essex,6,Sixth
Marblehead,-,5,Eighth Essex,Third Essex,6,Sixth
Marblehead,-,6,Eighth Essex,Third Essex,6,Sixth
Marion,-,1,Tenth Bristol,Third Bristol & Plymouth,9,First
Marlborough,1,1,Thirteenth Middlesex,Middlesex and Worcester,3,Third
Marlborough,1,1A,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,1,2,Thirteenth Middlesex,Middlesex and Worcester,3,Third
Marlborough,2,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,2,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,2,2A,Thirteenth Middlesex,Middlesex and Worcester,3,Third
Marlborough,3,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,3,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,4,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,4,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,5,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,5,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,6,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,6,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,7,1,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,7,2,Fourth Middlesex,Middlesex and Worcester,3,Third
Marlborough,7,2A,Thirteenth Middlesex,Middlesex and Worcester,3,Third
Marshfield,-,1,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,2,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,2A,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,3,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,4,Sixth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,5,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,6,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Marshfield,-,7,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Mashpee,-,1,Third Barnstable,Plymouth and Barnstable,9,First
Mashpee,-,2,Third Barnstable,Plymouth and Barnstable,9,First
Mashpee,-,3,Third Barnstable,Plymouth and Barnstable,9,First
Mashpee,-,4,Third Barnstable,Plymouth and Barnstable,9,First
Mashpee,-,5,Third Barnstable,Plymouth and Barnstable,9,First
Mattapoisett,-,1,Tenth Bristol,Second Bristol and Plymouth,9,First
Mattapoisett,-,2,Tenth Bristol,Second Bristol and Plymouth,9,First
Maynard,-,1,Third Middlesex,Middlesex and Worcester,5,Third
Maynard,-,2,Third Middlesex,Middlesex and Worcester,5,Third
Maynard,-,3,Third Middlesex,Middlesex and Worcester,5,Third
Maynard,-,4,Third Middlesex,Middlesex and Worcester,5,Third
Medfield,-,1,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Medfield,-,2,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Medfield,-,3,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Medfield,-,4,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Medford,1,1,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,1,2,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,2,1,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,2,2,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,3,1,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,3,2,Twenty-Third Middlesex,Second Middlesex,5,Sixth
Medford,4,1,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,4,2,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,5,1,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,5,2,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,6,1,Twenty-Third Middlesex,Second Middlesex,5,Sixth
Medford,6,2,Twenty-Third Middlesex,Second Middlesex,5,Sixth
Medford,6,2A,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,7,1,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,7,2,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,7,2A,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medford,8,1,Thirty-Fifth Middlesex,Second Middlesex,5,Sixth
Medford,8,2,Thirty-Fourth Middlesex,Second Middlesex,5,Sixth
Medway,-,1,Eighth Worcester,Middlesex and Norfolk,2,Second
Medway,-,2,Tenth Norfolk,Middlesex and Norfolk,2,Second
Medway,-,3,Tenth Norfolk,Middlesex and Norfolk,2,Second
Medway,-,4,Tenth Norfolk,Middlesex and Norfolk,2,Second
Melrose,1,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,1,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,2,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,2,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,3,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,3,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,4,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,4,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,5,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,5,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,6,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,6,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,7,1,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Melrose,7,2,Thirty-Second Middlesex,Fifth Middlesex,5,Sixth
Mendon,-,1,Tenth Worcester,Worcester & Hampden,4,Seventh
Mendon,-,2,Tenth Worcester,Worcester & Hampden,4,Seventh
Merrimac,-,1,First Essex,Second Essex and Middlesex,6,Fifth
Merrimac,-,2,First Essex,Second Essex and Middlesex,6,Fifth
Methuen,-,1,Fourth Essex,First Essex,3,Fifth
Methuen,-,10,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,11,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,12,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,13,Fourth Essex,First Essex,3,Fifth
Methuen,-,13A,Sixteenth Essex,First Essex,3,Fifth
Methuen,-,14,Fourth Essex,First Essex,3,Fifth
Methuen,-,15,Fourth Essex,First Essex,3,Fifth
Methuen,-,2,Fourth Essex,First Essex,3,Fifth
Methuen,-,3,Sixteenth Essex,First Essex,3,Fifth
Methuen,-,4,Fourth Essex,First Essex,3,Fifth
Methuen,-,5,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,6,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,6A,Fourth Essex,First Essex,3,Fifth
Methuen,-,7,Sixteenth Essex,First Essex,3,Fifth
Methuen,-,8,Fifteenth Essex,First Essex,3,Fifth
Methuen,-,9,Fifteenth Essex,First Essex,3,Fifth
Middleborough,-,1,Twelfth Plymouth,Third Bristol & Plymouth,9,First
Middleborough,-,2,Twelfth Bristol,Third Bristol & Plymouth,9,First
Middleborough,-,3,Second Plymouth,Third Bristol & Plymouth,9,First
Middleborough,-,4,Twelfth Bristol,Third Bristol & Plymouth,9,First
Middleborough,-,5,Twelfth Bristol,Third Bristol & Plymouth,9,First
Middleborough,-,5A,Twelfth Plymouth,Third Bristol & Plymouth,9,First
Middleborough,-,6,Second Plymouth,Third Bristol & Plymouth,9,First
Middleborough,-,7,Twelfth Bristol,Third Bristol & Plymouth,9,First
Middleborough,-,7A,Second Plymouth,Third Bristol & Plymouth,9,First
Middlefield,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Middleton,-,1,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
Middleton,-,2,Thirteenth Essex,First Essex and Middlesex,6,Fifth
Middleton,-,3,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
Milford,-,1,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,2,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,3,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,4,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,5,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,6,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,7,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Milford,-,8,Tenth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Millbury,-,1,Seventh Worcester,Second Worcester,2,Seventh
Millbury,-,2,Seventh Worcester,Second Worcester,2,Seventh
Millbury,-,3,Seventh Worcester,Second Worcester,2,Seventh
Millbury,-,4,Seventh Worcester,Second Worcester,2,Seventh
Millis,-,1,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Millis,-,2,Eighth Middlesex,"Norfolk, Worcester & Middlesex",4,Second
Millis,-,3,Eighth Middlesex,"Norfolk, Worcester & Middlesex",4,Second
Millville,-,1,Eighth Worcester,Worcester & Hampden,4,Seventh
Milton,-,1,Twelfth Suffolk,"Norfolk, Plymouth & Bristol",7,Second
Milton,-,10,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Milton,-,2,Twelfth Suffolk,"Norfolk, Plymouth & Bristol",7,Second
Milton,-,3,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Milton,-,4,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Milton,-,4A,Twelfth Suffolk,"Norfolk, Plymouth & Bristol",7,Second
Milton,-,5,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Milton,-,6,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Milton,-,7,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Milton,-,8,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Milton,-,9,Seventh Norfolk,"Norfolk, Plymouth & Bristol",8,Second
Monroe,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Monson,-,A,Twelfth Hampden,Worcester & Hampden,1,Seventh
Monson,-,B,Second Hampden,Worcester & Hampden,1,Seventh
Monson,-,C,Second Hampden,Worcester & Hampden,1,Seventh
Montague,-,1,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Montague,-,2,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Montague,-,3,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Montague,-,4,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Montague,-,5,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Montague,-,6,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Monterey,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Montgomery,-,1,Third Hampden,Hampden and Hampshire,1,Eighth
Mount Washington,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Nahant,-,1,Eleventh Essex,Third Essex,6,Sixth
Nantucket,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Natick,-,1,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,10,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,2,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,3,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,4,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,5,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,6,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,7,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,8,Fifth Middlesex,Middlesex and Norfolk,5,Second
Natick,-,9,Fifth Middlesex,Middlesex and Norfolk,5,Second
Needham,-,A,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,B,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,C,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,D,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,E,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,F,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,G,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,H,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,I,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Needham,-,J,Thirteenth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
New Ashford,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
New Bedford,1,A,Tenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,A1,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,B,Tenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,B1,Eighth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,C,Eighth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,C1,Tenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,D,Ninth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,E,Ninth Bristol,Second Bristol and Plymouth,9,First
New Bedford,1,F,Ninth Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,A,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,B,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,C,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,D,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,E,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,2,F,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,A,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,B,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,C,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,D,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,E,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,F,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,3,F1,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,A,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,A1,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,B,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,C,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,D,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,E,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,4,F,Eleventh Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,A,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,B,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,C,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,D,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,E,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,5,F,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,A,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,B,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,C,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,D,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,E,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Bedford,6,F,Thirteenth Bristol,Second Bristol and Plymouth,9,First
New Braintree,-,1,Fifth Worcester,Worcester & Hampshire,1,Seventh
New Marlborough,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
New Salem,-,1,Seventh Hampden,"Hampshire, Franklin and Worcester",2,Eighth
Newbury,-,1,Second Essex,First Essex and Middlesex,6,Fifth
Newbury,-,2,Second Essex,First Essex and Middlesex,6,Fifth
Newburyport,1,1,First Essex,First Essex and Middlesex,6,Fifth
Newburyport,2,1,First Essex,First Essex and Middlesex,6,Fifth
Newburyport,3,1,First Essex,First Essex and Middlesex,6,Fifth
Newburyport,4,1,First Essex,First Essex and Middlesex,6,Fifth
Newburyport,5,1,First Essex,First Essex and Middlesex,6,Fifth
Newburyport,6,1,First Essex,First Essex and Middlesex,6,Fifth
Newton,1,1,Tenth Middlesex,Norfolk & Middlesex,4,Third
Newton,1,2,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,1,2A,Tenth Middlesex,Norfolk & Middlesex,4,Third
Newton,1,3,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,1,4,Tenth Middlesex,Norfolk & Middlesex,4,Third
Newton,2,1,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,2,2,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,2,3,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,2,4,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,3,1,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,3,1A,Tenth Middlesex,Norfolk & Middlesex,4,Third
Newton,3,2,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,3,3,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,3,4,Tenth Middlesex,Norfolk & Middlesex,4,Third
Newton,4,1,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,4,2,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,4,3,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,4,4,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,5,1,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,5,2,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,5,3,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,5,4,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,6,1,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,6,2,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,6,3,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,6,4,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,7,1,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,7,2,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,7,3,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,7,4,Eleventh Middlesex,Norfolk & Middlesex,4,Third
Newton,8,1,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,8,2,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,8,3,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Newton,8,4,Twelfth Middlesex,Norfolk & Middlesex,4,Third
Norfolk,-,1,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
