city_town,Ward,Pct,State_Rep,State_Senate,US_House,Gov_Council
Abington,-,1,Seventh Plymouth,Norfolk and Plymouth,8,Fourth
Abington,-,2,Seventh Plymouth,Norfolk and Plymouth,8,Fourth
Abington,-,3,Seventh Plymouth,Norfolk and Plymouth,8,Fourth
Abington,-,4,Seventh Plymouth,Norfolk and Plymouth,8,Fourth
Abington,-,5,Seventh Plymouth,Norfolk and Plymouth,8,Fourth
Acton,-,1,Fourteenth Middlesex,Middlesex and Worcester,3,Third
Acton,-,2,Fourteenth Middlesex,Middlesex and Worcester,3,Third
Acton,-,3,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Acton,-,4,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Acton,-,5,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Acton,-,6,Fourteenth Middlesex,Middlesex and Worcester,3,Third
Acton,-,6A,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Acton,-,7,Fourteenth Middlesex,Middlesex and Worcester,3,Third
Acushnet,-,1,Tenth Bristol,Second Bristol and Plymouth,9,First
Acushnet,-,2,Eighth Bristol,Second Bristol and Plymouth,9,First
Acushnet,-,2A,Tenth Bristol,Second Bristol and Plymouth,9,First
Acushnet,-,3,Eighth Bristol,Second Bristol and Plymouth,9,First
Adams,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Adams,-,2,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Adams,-,3,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Adams,-,4,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Adams,-,5,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Agawam,-,1,Sixth Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,2,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,3,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,4,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,5,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,6,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,7,Third Hampden,Hampden and Hampshire,1,Eighth
Agawam,-,8,Third Hampden,Hampden and Hampshire,1,Eighth
Alford,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Amesbury,-,1,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
Amesbury,-,2,First Essex,Second Essex and Middlesex,6,Fifth
Amesbury,-,3,First Essex,Second Essex and Middlesex,6,Fifth
Amesbury,-,4,First Essex,Second Essex and Middlesex,6,Fifth
Amesbury,-,5,First Essex,Second Essex and Middlesex,6,Fifth
Amesbury,-,6,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
Amherst,-,1A,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,1B,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,2A,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,2B,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,3A,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,3B,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,4A,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,4B,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,5A,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Amherst,-,5B,Third Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Andover,-,1,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,10,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,2,Seventeenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,3,Seventeenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,4,Seventeenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,4A,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,5,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,6,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,7,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,8,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Andover,-,9,Eighteenth Essex,Second Essex and Middlesex,6,Fifth
Aquinnah,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Arlington,-,1,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,10,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,11,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,12,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,13,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,14,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,15,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,16,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,17,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,18,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,19,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,2,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,20,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,21,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,3,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,4,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,5,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,6,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,7,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Arlington,-,8,Twenty-Fourth Middlesex,Fourth Middlesex,5,Third
Arlington,-,9,Twenty-Third Middlesex,Fourth Middlesex,5,Third
Ashburnham,-,1,Second Worcester,"Hampshire, Franklin and Worcester",3,Eighth
Ashburnham,-,2,Second Worcester,"Hampshire, Franklin and Worcester",3,Eighth
Ashby,-,1,First Middlesex,Worcester and Middlesex,3,Seventh
Ashfield,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Ashland,-,1,Seventh Middlesex,Middlesex and Norfolk,2,Second
Ashland,-,2,Seventh Middlesex,Middlesex and Norfolk,2,Second
Ashland,-,3,Seventh Middlesex,Middlesex and Norfolk,2,Second
Ashland,-,4,Seventh Middlesex,Middlesex and Norfolk,2,Second
Ashland,-,5,Seventh Middlesex,Middlesex and Norfolk,2,Second
Ashland,-,6,Seventh Middlesex,Middlesex and Norfolk,2,Second
Athol,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Athol,-,2,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Athol,-,3,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Attleboro,1,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,1,B,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,2,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,2,B,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,3,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,3,B,Fourteenth Bristol,Bristol and Norfolk,4,Second
Attleboro,4,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,4,B,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,5,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,5,B,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,6,A,Second Bristol,Bristol and Norfolk,4,Second
Attleboro,6,B,Second Bristol,Bristol and Norfolk,4,Second
Auburn,-,1,Seventh Worcester,Second Worcester,2,Seventh
Auburn,-,2,Seventh Worcester,Second Worcester,2,Seventh
Auburn,-,3,Seventh Worcester,Second Worcester,2,Seventh
Auburn,-,4,Seventh Worcester,Second Worcester,2,Seventh
Auburn,-,5,Seventh Worcester,Second Worcester,2,Seventh
Avon,-,1,Sixth Norfolk,Second Plymouth & Norfolk,8,Second
Ayer,-,1,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Ayer,-,2,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Ayer,-,3,Thirty-Seventh Middlesex,Middlesex and Worcester,3,Third
Barnstable,-,1,Second Barnstable,Cape and Islands,9,First
Barnstable,-,10,Fifth Barnstable,Cape and Islands,9,First
Barnstable,-,11,Fifth Barnstable,Cape and Islands,9,First
Barnstable,-,12,Fifth Barnstable,Cape and Islands,9,First
Barnstable,-,13,Second Barnstable,Cape and Islands,9,First
Barnstable,-,2,Second Barnstable,Cape and Islands,9,First
Barnstable,-,3,Second Barnstable,Cape and Islands,9,First
Barnstable,-,4,Second Barnstable,Cape and Islands,9,First
Barnstable,-,5,Second Barnstable,Cape and Islands,9,First
Barnstable,-,6,Second Barnstable,Cape and Islands,9,First
Barnstable,-,7,Second Barnstable,Cape and Islands,9,First
Barnstable,-,8,Second Barnstable,Cape and Islands,9,First
Barnstable,-,9,Second Barnstable,Cape and Islands,9,First
Barre,-,1,Fifth Worcester,Worcester & Hampshire,2,Seventh
Barre,-,2,Fifth Worcester,Worcester & Hampshire,2,Seventh
Becket,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Bedford,-,1,Twenty-First Middlesex,Third Middlesex,6,Third
Bedford,-,2,Twenty-First Middlesex,Third Middlesex,6,Third
Bedford,-,2A,Twenty-First Middlesex,Third Middlesex,5,Third
Bedford,-,3,Twenty-First Middlesex,Third Middlesex,6,Third
Bedford,-,4,Twenty-First Middlesex,Third Middlesex,6,Third
Belchertown,-,A,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Belchertown,-,B,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Belchertown,-,C,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Belchertown,-,D,Seventh Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Bellingham,-,1,Eighth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Bellingham,-,2,Eighth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Bellingham,-,3,Eighth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Bellingham,-,4,Eighth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Bellingham,-,5,Eighth Worcester,"Norfolk, Worcester & Middlesex",4,Second
Belmont,-,1,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,2,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,3,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,4,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,5,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,6,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,7,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Belmont,-,8,Twenty-Fourth Middlesex,Suffolk and Middlesex,5,Third
Berkley,-,1,Twelfth Bristol,Third Bristol & Plymouth,4,First
Berkley,-,2,Twelfth Bristol,Third Bristol & Plymouth,4,First
Berlin,-,1,Twelfth Worcester,First Worcester,3,Seventh
Bernardston,-,1,First Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Beverly,1,1,Sixth Essex,Second Essex,6,Fifth
Beverly,1,2,Sixth Essex,Second Essex,6,Fifth
Beverly,2,1,Sixth Essex,Second Essex,6,Fifth
Beverly,2,2,Sixth Essex,Second Essex,6,Fifth
Beverly,3,1,Sixth Essex,Second Essex,6,Fifth
Beverly,3,2,Sixth Essex,Second Essex,6,Fifth
Beverly,4,1,Sixth Essex,Second Essex,6,Fifth
Beverly,4,2,Sixth Essex,Second Essex,6,Fifth
Beverly,5,1,Sixth Essex,Second Essex,6,Fifth
Beverly,5,2,Sixth Essex,Second Essex,6,Fifth
Beverly,6,1,Sixth Essex,Second Essex,6,Fifth
Beverly,6,2,Sixth Essex,Second Essex,6,Fifth
Billerica,-,1,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,10,Twenty-Second Middlesex,Fourth Middlesex,6,Third
Billerica,-,11,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,12,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,2,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,3,Twenty-Second Middlesex,Fourth Middlesex,6,Third
Billerica,-,4,Twenty-Second Middlesex,Fourth Middlesex,6,Third
Billerica,-,5,Twenty-Second Middlesex,Fourth Middlesex,6,Third
Billerica,-,6,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,7,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,8,Twenty-Second Middlesex,Fourth Middlesex,3,Third
Billerica,-,9,Twenty-Second Middlesex,Fourth Middlesex,6,Third
Blackstone,-,1,Eighth Worcester,Worcester & Hampden,4,Seventh
Blackstone,-,2,Eighth Worcester,Worcester & Hampden,4,Seventh
Blackstone,-,3,Eighth Worcester,Worcester & Hampden,4,Seventh
Blandford,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Bolton,-,1,Third Middlesex,First Worcester,3,Seventh
Boston,1,1,First Suffolk,Third Suffolk,7,Sixth
Boston,1,10,First Suffolk,Third Suffolk,7,Sixth
Boston,1,11,First Suffolk,Third Suffolk,7,Sixth
Boston,1,12,First Suffolk,Third Suffolk,7,Sixth
Boston,1,13,First Suffolk,Third Suffolk,7,Sixth
Boston,1,14,First Suffolk,Third Suffolk,7,Sixth
Boston,1,15,Fourth Suffolk,First Suffolk,8,Fourth
Boston,1,2,First Suffolk,Third Suffolk,7,Sixth
Boston,1,3,First Suffolk,Third Suffolk,7,Sixth
Boston,1,4,First Suffolk,Third Suffolk,7,Sixth
Boston,1,5,First Suffolk,Third Suffolk,7,Sixth
Boston,1,6,First Suffolk,Third Suffolk,7,Sixth
Boston,1,7,First Suffolk,Third Suffolk,7,Sixth
Boston,1,8,First Suffolk,Third Suffolk,7,Sixth
Boston,1,9,First Suffolk,Third Suffolk,7,Sixth
Boston,10,1,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,10,2,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,10,3,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,10,4,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,5,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,6,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,7,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,8,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,9,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,10,9A,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,11,1,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,11,10,Fifteenth Suffolk,Second Suffolk,8,Fourth
Boston,11,2,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,11,3,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,11,4,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,11,5,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,11,6,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,11,7,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,11,8,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,11,9,Fifteenth Suffolk,Second Suffolk,8,Fourth
Boston,12,1,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,2,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,3,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,4,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,5,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,6,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,12,7,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,12,8,Seventh Suffolk,Second Suffolk,7,Fourth
Boston,12,9,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,13,1,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,13,10,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,13,2,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,13,3,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,13,4,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,13,5,Fifth Suffolk,First Suffolk,7,Fourth
Boston,13,6,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,13,7,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,13,8,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,13,9,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,14,1,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,14,10,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,11,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,12,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,13,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,14,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,2,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,3,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,14,4,Fifth Suffolk,Second Suffolk,7,Fourth
Boston,14,5,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,6,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,7,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,8,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,14,9,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,15,1,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,2,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,3,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,4,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,5,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,6,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,15,7,Fifth Suffolk,First Suffolk,7,Fourth
Boston,15,8,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,15,9,Fifth Suffolk,First Suffolk,7,Fourth
Boston,16,1,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,16,10,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,11,Twelfth Suffolk,First Suffolk,8,Fourth
Boston,16,12,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,2,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,3,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,16,4,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,16,5,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,6,Thirteenth Suffolk,First Suffolk,7,Fourth
Boston,16,7,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,8,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,16,9,Thirteenth Suffolk,First Suffolk,8,Fourth
Boston,17,1,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,10,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,11,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,12,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,13,Twelfth Suffolk,First Suffolk,8,Fourth
Boston,17,14,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,2,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,3,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,4,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,5,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,6,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,7,Sixth Suffolk,First Suffolk,7,Fourth
Boston,17,8,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,17,9,Twelfth Suffolk,First Suffolk,7,Fourth
Boston,18,1,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,10,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,11,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,12,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,13,Fourteenth Suffolk,Second Suffolk,7,Fourth
Boston,18,14,Fourteenth Suffolk,Second Suffolk,7,Fourth
Boston,18,15,Fourteenth Suffolk,Second Suffolk,7,Fourth
Boston,18,16,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,17,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,18,Fourteenth Suffolk,Second Suffolk,7,Fourth
Boston,18,19,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,2,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,20,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,21,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,22,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,23,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,18,3,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,4,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,5,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,6,Twelfth Suffolk,Second Suffolk,7,Fourth
Boston,18,7,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,18,8,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,18,9,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,19,1,Fifteenth Suffolk,Second Suffolk,8,Fourth
Boston,19,10,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,19,11,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,19,12,Sixth Suffolk,Second Suffolk,7,Fourth
Boston,19,13,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,19,2,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,19,3,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,19,4,Fifteenth Suffolk,Second Suffolk,8,Fourth
Boston,19,5,Fifteenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,19,6,Fifteenth Suffolk,Second Suffolk,8,Fourth
Boston,19,7,Fifteenth Suffolk,Second Suffolk,7,Fourth
Boston,19,8,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,19,9,Fifteenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,2,1,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,2,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,3,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,4,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,5,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,6,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,7,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,2,8,Second Suffolk,Middlesex and Suffolk,7,Sixth
Boston,20,1,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,10,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,11,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,12,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,13,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,14,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,15,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,16,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,17,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,18,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,19,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,2,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,20,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,21,Fourteenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,3,Fourteenth Suffolk,Norfolk and Suffolk,7,Fourth
Boston,20,4,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,5,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,6,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,7,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,8,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,20,9,Tenth Suffolk,Norfolk and Suffolk,8,Fourth
Boston,21,1,Second Suffolk,Suffolk and Middlesex,7,Third
Boston,21,10,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,11,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,12,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,13,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,14,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,15,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,16,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,2,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,3,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,4,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,5,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,6,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,7,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,8,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,21,9,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,1,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,10,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,11,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,12,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,13,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,2,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,3,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,4,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,5,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,6,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,7,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,8,Eighteenth Suffolk,Suffolk and Middlesex,7,Third
Boston,22,9,Seventeenth Suffolk,Suffolk and Middlesex,7,Third
Boston,3,1,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,10,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,11,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,12,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,13,Third Suffolk,Third Suffolk,8,Sixth
Boston,3,13A,Third Suffolk,First Suffolk,8,Fourth
Boston,3,14,Third Suffolk,First Suffolk,7,Fourth
Boston,3,15,Third Suffolk,First Suffolk,7,Fourth
Boston,3,16,Ninth Suffolk,First Suffolk,7,Fourth
Boston,3,17,Eighth Suffolk,Third Suffolk,8,Sixth
Boston,3,2,Third Suffolk,Third Suffolk,8,Sixth
