city_town,Ward,Pct,PVI,PVI_N
Milton,-,6,D+12,11.721869585857103
Milton,-,7,D+12,12.282602922940056
Milton,-,8,D+11,10.877334638690883
Milton,-,9,D+8,7.537769133465955
Milton,-,10,D+33,32.7795921150359
Berlin,-,1,D+9,8.685214116425776
Boylston,-,1,D+6,5.722951847272273
Clinton,-,1,D+10,10.431013032557068
Clinton,-,2,D+9,9.180269431340859
Clinton,-,3,D+7,7.304816379356738
Clinton,-,4,D+6,5.996605679496003
Lancaster,-,1,D+3,3.263740690467243
Lancaster,-,2,D+5,4.774945937931152
Northborough,-,2,D+14,14.467278388417814
Northborough,-,4,D+13,13.261018369726973
Northborough,-,1,D+15,15.070533005014186
Northborough,-,3,D+16,15.765704419740189
Sterling,-,2,R+1,-1.4491512002731355
Sterling,-,1,EVEN,0.39593435688217715
Danvers,-,1,D+10,10.029558263533156
Danvers,-,2,D+7,6.946596586933717
Danvers,-,3,D+5,4.774748123357265
Danvers,-,4,D+8,8.40952822192228
Danvers,-,5,D+3,3.226192144076312
Danvers,-,6,D+1,1.4159984672328818
Danvers,-,7,D+5,5.422793639432388
Danvers,-,8,D+3,2.704970530552253
Middleton,-,2,R+6,-6.08948440887882
Middleton,-,1,R+4,-4.058741174764874
Framingham,-,3,D+23,23.32445985660613
Framingham,-,1,D+20,20.27668820541647
Framingham,-,2,D+22,21.615410531609736
Framingham,-,4,D+23,22.996669951411818
Framingham,-,5,D+20,20.17843320544934
Framingham,-,6,D+20,19.60990635052203
Framingham,-,7,D+23,22.628815050804953
Framingham,-,9,D+24,23.920609420759643
Framingham,-,10,D+26,26.297949683878763
Framingham,-,11,D+22,21.961278723667366
Framingham,-,12,D+23,23.42544361849641
Framingham,-,15,D+26,25.77091860637769
Framingham,-,8,D+25,25.335481083731892
Framingham,-,13,D+24,23.945089873989446
Framingham,-,14,D+28,28.053235759154514
Framingham,-,16,D+27,26.964933572287197
Framingham,-,17,D+35,34.64737744754179
Framingham,-,18,D+23,23.328326406965616
Marlborough,1,1,D+17,17.224191395685807
Marlborough,1,2,D+14,14.43469973118453
Marlborough,2,2,D+17,16.57727026108565
Marlborough,7,1,D+13,13.15773137993249
Marlborough,2,1,D+12,12.218252858589995
Marlborough,3,1,D+14,14.433829604438142
Marlborough,3,2,D+15,15.395899828036907
Marlborough,4,1,D+12,12.367939296108421
Marlborough,4,2,D+12,12.230471494692186
Marlborough,5,1,D+17,17.185246578367675
Marlborough,5,2,D+15,14.84857047262096
Marlborough,6,1,D+15,15.235420970097724
Marlborough,6,2,D+10,9.67739036239884
Marlborough,7,2,D+13,13.307574862654448
Sudbury,-,1,D+25,24.844852060531665
Sudbury,-,1A,D+24,24.41209335431728
Sudbury,-,2,D+25,24.56942843525335
Sudbury,-,3,D+22,22.472713238102482
Sudbury,-,4,D+27,26.900470146017696
Sudbury,-,5,D+24,24.23409173184652
Wayland,-,1,D+29,29.083184472306044
Wayland,-,2,D+27,27.06223591449358
Wayland,-,3,D+29,28.565434010667857
Wayland,-,4,D+28,27.834862846060904
Dover,-,1,D+16,16.16925440215806
Medfield,-,1,D+16,16.30839919639502
Medfield,-,2,D+18,17.646435209849265
Medfield,-,3,D+16,16.11143175176889
Medfield,-,4,D+14,14.270686972092806
Needham,-,A,D+21,21.31713209169741
Needham,-,B,D+23,23.356775912937046
Needham,-,C,D+27,26.91490183446712
Needham,-,D,D+26,25.57955031454898
Needham,-,E,D+25,25.46135149494706
Needham,-,F,D+27,27.252898074041887
Needham,-,G,D+28,27.70367710374727
Needham,-,H,D+25,24.513094008114155
Needham,-,I,D+31,31.403683241866943
Needham,-,J,D+27,26.559808791930262
Quincy,3,3,D+20,20.020202652326237
Quincy,3,4,D+10,9.727283984642398
Quincy,3,5,D+26,26.10320054635459
Quincy,4,1,D+18,18.424207082165367
Quincy,4,3,D+9,9.008478838760103
Quincy,5,2,D+21,21.084625094782407
Quincy,6,1,D+17,16.664989130660647
Quincy,6,2,D+19,18.57886385598615
Quincy,6,3,D+14,13.708834349171484
Quincy,6,4,D+20,19.65917907282744
Quincy,6,5,D+5,5.036542846691305
Quincy,1,1,D+16,15.782096573133387
Quincy,1,2,D+16,15.939878414276688
Quincy,1,3,D+19,18.946944655155097
Quincy,1,4,D+5,4.663097477347655
Quincy,1,5,D+5,4.840710317401253
Quincy,3,1,D+18,17.565666140135015
Quincy,3,2,D+21,20.746914263357596
Quincy,4,2,D+12,12.087923614336704
Quincy,4,4,D+23,22.53632918609624
Quincy,5,1,D+23,22.53798185536179
Quincy,5,3,D+18,18.063717179480598
Quincy,5,4,D+14,14.360846271675209
Quincy,5,5,D+15,14.723648226102348
Quincy,2,1,D+13,13.264569909019453
Quincy,2,2,D+20,19.800277152943057
Quincy,2,3,D+19,19.154610438034393
Quincy,2,3A,D+7,6.571688512216856
Quincy,2,4,D+17,17.424084472431623
Quincy,2,5,D+15,15.112785847909716
Quincy,4,5,D+16,16.070380848649013
Worcester,1,1,D+15,14.599764805319326
Worcester,1,2,D+12,12.25520548491017
Worcester,1,3,D+14,13.935255158682669
Worcester,1,4,D+21,21.2990150366973
Worcester,3,2,D+29,28.71647376857561
Worcester,9,1,D+23,22.7962368213377
Worcester,9,2,D+23,22.603631529452972
Worcester,9,3,D+16,15.538468220302203
Worcester,9,4,D+16,15.590441114499177
Worcester,9,5,D+15,15.392653674500245
Worcester,10,1,D+24,24.025717466054598
Worcester,1,5,D+12,11.871081144356921
Worcester,2,1,D+16,15.925667929035203
Worcester,2,2,D+16,16.098055614797246
Worcester,2,3,D+16,15.650602258681335
Worcester,2,4,D+27,26.823306781902435
Worcester,2,5,D+29,29.01642780058792
Worcester,3,1,D+21,20.8781421056352
Worcester,3,3,D+19,19.249434525693985
Worcester,3,5,D+21,20.85902477805044
Worcester,3,4,D+25,24.97386561420275
Worcester,4,1,D+25,25.433633703065784
Worcester,4,2,D+15,15.425369180460413
Worcester,4,3,D+29,29.410819303399705
Worcester,4,4,D+12,12.380386260946864
Worcester,4,5,D+17,17.112190621053657
Worcester,5,3,D+9,8.893415940612003
Worcester,10,2,D+31,31.18807884896393
Worcester,10,3,D+32,31.656048425417815
Worcester,10,4,D+27,26.56007401859297
Worcester,10,5,D+27,27.020599689406577
Worcester,5,1,D+23,22.95584995982346
Worcester,5,2,D+14,13.50206526057266
Worcester,5,4,D+13,13.49837854768099
Worcester,5,5,D+9,8.990675033239892
Worcester,6,1,D+29,28.523347190590155
Worcester,6,2,D+23,22.811308431200317
Worcester,6,3,D+20,20.376591052899407
Worcester,6,4,D+16,16.360906541684848
Worcester,6,5,D+13,13.499044139381278
Worcester,8,1,D+22,21.789382262301494
Worcester,8,5,D+19,18.994014922023293
Worcester,7,1,D+20,20.076597584639
Worcester,7,2,D+19,18.556763688393218
Worcester,7,3,D+17,16.60099836493101
Worcester,7,4,D+13,13.347328177878959
Worcester,7,5,D+10,9.75349144646016
Worcester,8,2,D+25,25.12725306400714
Worcester,8,3,D+34,34.35404359617959
Worcester,8,4,D+25,24.528897678068738
Attleboro,3,B,D+8,8.397028395037776
Attleboro,1,A,D+1,1.349240817702957
Attleboro,1,B,D+2,2.4429239268462966
Attleboro,2,A,D+5,4.631419185994911
Attleboro,2,B,D+3,3.4035426259693136
Attleboro,3,A,D+9,9.4115424937401
Attleboro,4,A,D+13,12.863772855574428
Attleboro,4,B,D+2,2.440634965901256
Attleboro,5,A,D+15,15.341186688412611
Attleboro,5,B,D+7,7.216147225569536
Attleboro,6,A,D+3,2.6078508999030747
Attleboro,6,B,D+5,5.132311463137585
Mansfield,-,1,D+5,5.147406841074353
Mansfield,-,5,D+12,11.821167875517746
Mansfield,-,2,D+7,7.4938998583749195
Mansfield,-,3,D+8,7.6425641707517755
Mansfield,-,6,D+14,14.012757230413953
Mansfield,-,4,D+10,9.557146037483177
North Attleborough,-,1,D+6,5.872999029282299
North Attleborough,-,2,D+3,2.826132145714566
North Attleborough,-,3,EVEN,-0.2921406848264141
North Attleborough,-,4,D+8,7.6503812569706175
North Attleborough,-,5,D+2,2.3562844600362287
North Attleborough,-,6,D+5,4.960297478317022
North Attleborough,-,7,D+3,2.51345254976284
North Attleborough,-,8,D+3,3.0903544683965167
North Attleborough,-,9,D+1,1.0645599359955016
Haverhill,7,2,D+6,6.434824860775534
Haverhill,2,1,D+9,8.843005166089647
Haverhill,2,2,D+3,2.533964836859215
Haverhill,5,2,EVEN,0.14412188612910048
Haverhill,7,1,D+9,8.936969046332733
Haverhill,4,3,D+3,3.04711511602368
Haverhill,7,3,D+2,1.7865151822702763
Haverhill,1,1,D+15,15.1191537594909
Haverhill,1,2,D+17,17.28211686715946
Haverhill,1,3,D+10,10.002021788278137
Haverhill,2,3,D+16,16.238478617946186
Haverhill,3,1,D+25,25.498283837736015
Haverhill,3,2,D+16,16.259959972130755
Haverhill,3,3,D+12,12.48624993933608
Haverhill,4,1,D+3,2.6923476430296023
Haverhill,4,2,R+1,-1.1018141288902106
Haverhill,5,1,D+8,8.190391131047758
Haverhill,5,3,R+4,-3.8490124898255154
Haverhill,6,1,D+5,4.807436469445436
Haverhill,6,2,D+5,5.1322389957723535
Haverhill,6,3,D+6,5.5687977561460045
Lawrence,A,1,D+27,27.343417200208787
Lawrence,A,3,D+22,21.70328994615074
Lawrence,F,1,D+19,18.91110972633998
Lawrence,A,2,D+33,33.00005160649043
Lawrence,A,4,D+30,29.898929129574636
Lawrence,B,1,D+34,33.54107193702004
Lawrence,B,2,D+37,36.516888364122046
Lawrence,B,3,D+33,32.87394464143336
Lawrence,B,4,D+36,36.05680583557472
Lawrence,C,4,D+34,33.53543553189174
Lawrence,E,2,D+15,15.446831024421659
Lawrence,E,3,D+23,22.918086635346846
Lawrence,E,4,D+27,26.85409028489415
Lawrence,F,2,D+35,35.25677645681509
Lawrence,F,3,D+32,31.509861730292176
Lawrence,F,4,D+28,28.243947632992107
Lawrence,C,1,D+32,31.83919455500339
Lawrence,C,2,D+26,25.89621029200594
Lawrence,C,3,D+36,35.641093551805845
Lawrence,D,1,D+28,27.527373373997342
Lawrence,D,2,D+35,34.74249794497657
Lawrence,D,3,D+33,32.5665565526186
Lawrence,D,4,D+33,33.33180827447099
Lawrence,E,1,D+14,13.595990428796178
Methuen,-,3,D+4,4.45944435569433
Methuen,-,7,D+1,1.035898090028331
Methuen,-,10,D+9,8.662874361396133
Methuen,-,1,D+4,4.482799870558319
Methuen,-,4,D+6,6.258106729368329
Methuen,-,5,D+10,9.804126220860876
Methuen,-,6,D+9,8.926922472060262
Methuen,-,8,R+6,-6.2107151279001185
Methuen,-,9,R+4,-4.098247254100157
Methuen,-,11,R+3,-3.214155179525191
Methuen,-,12,R+2,-1.951190557428767
Methuen,-,2,D+26,25.875772270585106
North Andover,-,1,D+9,8.799597635604373
North Andover,-,2,D+8,8.055837781363683
North Andover,-,3,D+9,9.485990055655813
North Andover,-,4,D+11,10.565739925006312
North Andover,-,5,D+11,10.897369019495962
North Andover,-,6,D+4,4.452264147719398
North Andover,-,7,D+12,11.515813101251005
North Andover,-,8,D+4,4.210291702957414
Acton,-,1,D+27,26.695214594991434
Acton,-,2,D+27,27.24128410338715
Acton,-,6,D+28,27.55735119663236
Acton,-,3,D+29,28.8301680544089
Acton,-,4,D+30,30.03655403948995
Acton,-,5,D+30,29.87400720448519
Carlisle,-,1,D+25,25.448872798475108
Chelmsford,-,1,D+11,11.266746425769858
Chelmsford,-,9,D+10,9.974855371058078
Chelmsford,-,2,D+12,12.274017624589039
Chelmsford,-,3,D+5,4.884870762014392
Chelmsford,-,6,D+10,9.888006035621032
Chelmsford,-,4,D+6,6.244832629850617
Chelmsford,-,5,D+11,10.661152746511327
Chelmsford,-,7,D+10,10.440933090960558
Chelmsford,-,8,D+11,11.029817459628276
Concord,-,1,D+32,32.21389434319343
Concord,-,2,D+31,30.696149359742307
Concord,-,3,D+29,29.21574590436766
Concord,-,4,D+30,30.348222358422504
Concord,-,5,D+32,31.650873334853735
Wellesley,-,A,D+27,27.41481908608405
Wellesley,-,B,D+27,26.65304693410263
Wellesley,-,C,D+19,18.640868033940393
Wellesley,-,D,D+29,29.050021279600468
Wellesley,-,E,D+27,26.624929186140868
Wellesley,-,F,D+27,27.03370652526025
Wellesley,-,G,D+34,34.27827413447842
Wellesley,-,H,D+24,24.374806822912888
Weston,-,1,D+25,25.102880443921805
Weston,-,2,D+22,21.55403700545726
Weston,-,3,D+22,21.854288894626027
Weston,-,4,D+20,19.80943707672197
West Boylston,-,1,D+6,6.00463183015415
West Boylston,-,2,D+5,4.758598375483913
Lexington,-,1,D+30,30.231690024569534
Lexington,-,2,D+34,34.28830859023928
Lexington,-,3,D+32,32.22354500222965
Lexington,-,4,D+32,31.8731577047645
Lexington,-,5,D+27,26.961341335855682
Lexington,-,6,D+30,30.057213852669662
Lexington,-,7,D+28,27.863160824032185
Lexington,-,8,D+30,29.724580938936196
Lexington,-,9,D+29,29.468161726995966
Woburn,1,1,D+13,12.971950088058149
Woburn,1,2,D+10,9.7901708530432
Woburn,7,1,D+1,0.9170107881171563
Woburn,7,2,D+3,2.7205198314452006
Woburn,2,1,D+9,9.131543935305197
Woburn,2,2,D+16,15.655368031316675
Woburn,3,1,D+6,5.510894033967329
Woburn,3,2,D+4,4.430505422123865
Woburn,4,1,D+3,3.4174936424005153
Woburn,4,2,D+11,10.768152110892204
Woburn,5,1,D+15,14.920955561292693
Woburn,5,2,D+5,4.757487188869103
Woburn,6,1,D+14,14.07321056298818
Woburn,6,2,D+3,3.3130356309184594
Lowell,5,1,D+13,12.808744340170586
Lowell,5,2,D+17,17.48505812539526
Lowell,5,3,D+7,6.6556640557777325
Lowell,6,1,D+8,7.510950886210887
Lowell,6,2,D+10,9.865343832273489
Lowell,6,3,D+9,8.910026599544063
Lowell,9,1,D+15,15.346626812111296
Lowell,9,2,D+14,13.811120123099052
Lowell,9,3,D+15,14.520383315226892
Lowell,1,1,D+24,23.55580960778807
Lowell,1,2,D+6,6.4147487796547775
Lowell,1,3,D+12,11.617120753033106
Lowell,2,3,D+34,34.11648096888522
Lowell,4,2,D+23,23.151969658609662
Lowell,4,3,D+23,22.85652814035378
Lowell,10,1,D+18,18.229718870056
Lowell,10,2,D+23,22.938720872185637
Lowell,10,3,D+22,22.21980613600534
Lowell,11,1,D+15,15.184113456029536
Lowell,11,2,D+7,6.921484451944549
Lowell,11,3,D+16,15.583954573847357
Lowell,2,1,D+31,31.006746446011192
Lowell,2,2,D+31,30.89934900962864
Lowell,3,1,D+18,17.857813123700915
Lowell,3,2,D+22,22.29610074131593
Lowell,3,3,D+20,19.83385436732127
Lowell,4,1,D+19,18.52802713243612
Lowell,7,1,D+22,22.41515019924921
Lowell,7,2,D+28,28.014245250327065
Lowell,7,3,D+18,18.292603070871237
Lowell,8,1,D+21,20.651383325618767
Lowell,8,2,D+14,14.02475438419264
Lowell,8,3,D+12,11.757493044763345
Chelsea,3,2,D+32,32.09678719740946
Chelsea,3,4,D+31,31.340097475484118
Chelsea,4,2,D+19,19.253008484894917
Chelsea,4,3,D+22,21.654004399604688
Chelsea,1,1,D+26,26.13363075934266
Chelsea,1,2,D+30,29.970182002924204
Chelsea,1,3,D+33,32.81804728388777
Chelsea,1,4,D+37,37.35608530181166
Chelsea,2,1,D+26,25.808659021831616
Chelsea,2,2,D+35,34.89340735192631
Chelsea,2,3,D+36,35.94659658693372
Chelsea,2,4,D+34,34.21216251548862
Chelsea,3,1,D+34,34.40949171649552
Chelsea,3,3,D+28,27.7734340415539
Chelsea,4,1,D+26,26.325828552479834
Chelsea,4,4,D+23,22.98140896179648
Revere,1,3,D+18,17.81526450438212
Revere,3,1,D+10,10.138283661307234
Revere,4,1,D+10,9.746826208058867
Revere,4,2,D+12,12.342958845364949
Revere,4,3,D+9,8.740485845594304
Revere,5,1,D+6,6.095862525673345
Revere,5,1A,D+11,11.225987007833583
Revere,5,2,D+9,8.948987249287821
Revere,5,2A,D+23,23.499868462405992
Revere,6,1,R+2,-1.7088379490317829
Revere,6,2,R+1,-1.376901832455113
Revere,6,3,D+18,17.68348757739222
Revere,1,1,D+17,17.35373405040921
Revere,1,2,D+16,16.45389750519355
Revere,2,1,D+26,25.933911980609537
Revere,2,2,D+25,24.58081950687093
Revere,2,3,D+30,30.118912138559615
Revere,2,3A,D+19,19.19178889462603
Revere,3,2,D+15,14.968506678743953
Revere,3,3,D+12,11.919447265666749
Revere,5,3,D+12,12.171339585870268
Saugus,-,3,EVEN,-0.11663842366971267
Saugus,-,10,EVEN,0.08264710358125704
Saugus,-,1,EVEN,0.4361070764442143
Saugus,-,2,D+1,0.9736507510437198
Saugus,-,4,R+3,-2.822032044708611
Saugus,-,5,R+7,-7.475034413644649
Saugus,-,6,EVEN,0.2099829063948122
Saugus,-,7,R+8,-8.15362586945312
Saugus,-,8,R+1,-1.1741835681380874
Saugus,-,9,R+5,-4.916000960446432
Andover,-,2,D+12,12.19771300271132
Andover,-,3,D+18,18.41100022780795
Andover,-,4,D+11,10.997146037483175
Andover,-,1,D+21,21.275338405447254
Andover,-,5,D+12,12.387962798414875
Andover,-,6,D+11,11.394600698634939
Andover,-,7,D+14,14.417251857588997
Andover,-,7A,D+14,13.984018624355754
Andover,-,8,D+16,16.130791369290186
Andover,-,9,D+14,13.806749433158993
Leicester,-,1,R+6,-5.806035931360048
Leicester,-,2,R+2,-1.518040352309169
Leicester,-,3,R+5,-5.303233229267773
Leicester,-,4,R+2,-1.9958898044447337
Boxford,-,1,D+3,3.312535369181513
Boxford,-,2,D+4,3.781281182543772
Boxford,-,3,D+4,4.196849236819733
Tewksbury,-,3,R+1,-0.5144924075442536
Tewksbury,-,3A,EVEN,-0.08142684970723346
Tewksbury,-,1,EVEN,-0.19026705118431186
Tewksbury,-,1A,R+3,-2.9801391914441866
Tewksbury,-,2,R+2,-1.844136302224364
Tewksbury,-,2A,R+5,-4.665419134571053
Tewksbury,-,4,R+1,-0.7445862459813934
Tewksbury,-,4A,EVEN,0.42218557359281483
Douglas,-,1,R+11,-10.984199889317297
Douglas,-,2,R+8,-7.795533169430913
Douglas,-,3,R+8,-7.66106859174781
Oxford,-,1,R+4,-4.457332339233366
Oxford,-,4,R+7,-6.558462575507057
Oxford,-,2,R+6,-5.82764449765219
Oxford,-,3,R+5,-4.925873615881116
Sutton,-,1,R+5,-4.593655632367533
Sutton,-,2,R+8,-7.629689005926455
Sutton,-,3,EVEN,-0.43737552404136126
Webster,-,1,R+1,-0.688309292685152
Webster,-,2,D+3,2.799743440080571
Webster,-,3,R+4,-4.033783123378471
Webster,-,4,R+8,-7.948182588263703
Webster,-,5,R+2,-2.4062333787994716
Wilmington,-,1,D+2,1.8463424866796196
Wilmington,-,2,D+1,0.8243823525699523
Wilmington,-,4,D+1,0.5328787484523367
Wilmington,-,5,D+1,1.454030329661582
Wilmington,-,6,D+2,2.050384339311495
Wilmington,-,3,D+1,0.8725126547183049
Winthrop,-,1,D+4,3.5539641234420882
Winthrop,-,2,D+5,4.826082946432875
Winthrop,-,3,D+12,11.827956606224777
Winthrop,-,4,D+10,10.024200399050809
Winthrop,-,5,D+8,8.153368740277555
Winthrop,-,6,D+12,12.188204106596102
Barnstable,-,1,D+8,7.543851856110761
Barnstable,-,2,D+3,3.0615345982953235
Barnstable,-,3,D+9,8.895775705177588
Barnstable,-,4,D+6,5.791284129138196
Barnstable,-,5,EVEN,0.11971912969180876
Barnstable,-,6,D+2,1.7225627176872038
Barnstable,-,7,D+7,7.028029604782926
Barnstable,-,8,D+10,9.967462158740236
Barnstable,-,9,D+13,13.364972244000429
Barnstable,-,10,D+1,0.866321575982798
Barnstable,-,13,D+9,9.451200091537226
Barnstable,-,11,D+1,1.2737145703017094
Barnstable,-,12,D+2,1.9555591530579175
Brewster,-,1,D+13,13.163894645007213
Brewster,-,2,D+15,15.173424559584813
Brewster,-,3,D+11,11.459036669106737
Dennis,-,1,D+5,4.596177755827124
Dennis,-,2,D+8,7.657052961753374
Dennis,-,3,D+8,7.543906380964827
Dennis,-,4,D+7,7.466188685857766
Dennis,-,5,D+9,9.331125686549758
Yarmouth,-,1,D+9,9.021783251285175
Yarmouth,-,2,D+7,7.210692779875638
Yarmouth,-,3,D+9,8.803934284696957
Yarmouth,-,4,D+5,4.521698365378124
Yarmouth,-,7,D+6,6.179009138776593
Yarmouth,-,5,D+3,2.8874935278306646
Yarmouth,-,6,D+6,5.8462058185665295
Adams,-,1,D+14,13.79024547535873
Adams,-,2,D+13,13.431197646953773
Adams,-,3,D+13,12.76268217999773
Adams,-,4,D+14,13.870727250790416
Adams,-,5,D+18,17.817100184056024
Cheshire,-,1,D+6,6.352685798993085
Clarksburg,-,1,D+9,8.641029226117746
Florida,-,1,EVEN,0.0007313267088249198
Hancock,-,1,D+3,3.180397269010271
Lanesborough,-,1,D+13,13.300854668782025
New Ashford,-,1,D+18,17.834708475045613
North Adams,1,1,D+18,17.810740507529253
North Adams,2,2,D+22,22.020156313525884
North Adams,3,3,D+24,23.88595649709655
North Adams,4,4,D+17,17.055220210109145
North Adams,5,5,D+19,19.476976016894742
Williamstown,-,1,D+33,32.7981787397207
Williamstown,-,2,D+40,40.28616140458618
Williamstown,-,3,D+34,33.64179316229418
Foxborough,-,1,D+8,7.685466785691231
Foxborough,-,2,D+8,7.543011402815081
Foxborough,-,3,D+5,5.2003824591000285
Foxborough,-,4,D+6,5.825043611607161
Foxborough,-,5,D+6,6.253273150593531
Norton,-,3,D+4,3.5655537167604168
Norton,-,4,D+3,2.545842028141021
Norton,-,5,EVEN,0.21313337424613277
Norton,-,1,EVEN,0.2324607909425347
Norton,-,2,D+1,0.9427134074224575
Amesbury,-,1,D+11,11.01837340166828
Amesbury,-,2,D+16,15.528792313707761
Amesbury,-,3,D+16,16.32524233143312
Amesbury,-,4,D+13,12.56320264417493
Amesbury,-,5,D+6,5.862002061242477
Amesbury,-,6,D+17,16.76020075417458
Newburyport,1,1,D+26,25.61535265187117
Newburyport,2,1,D+28,27.727565424447874
Newburyport,3,1,D+24,23.57896421930136
Newburyport,4,1,D+23,23.022422069417946
Newburyport,5,1,D+13,12.62855099616086
Newburyport,6,1,D+14,13.730161995132562
Newburyport,1,P,D+8,7.782977419216197
Salisbury,-,1,D+3,3.479437577718636
Salisbury,-,2,R+1,-0.7018381855555145
Salisbury,-,3,R+8,-7.51950047211965
Ashfield,-,1,D+32,31.656021680763736
Buckland,-,1,D+24,24.426537698453778
Chester,-,1,R+11,-10.564844139753642
Chesterfield,-,1,D+10,10.360992041000861
Conway,-,1,D+26,26.120731565772605
Cummington,-,1,D+18,18.39513396504856
Deerfield,-,1,D+21,21.36129505205655
Goshen,-,1,D+12,12.038954473745111
Huntington,-,1,R+5,-5.280615507330394
Leverett,-,1,D+35,34.537300325449834
Middlefield,-,1,D+8,7.950747579280327
Montague,-,1,D+30,29.649637731835334
Montague,-,2,D+15,14.521049656799633
Montague,-,3,D+17,17.479539970666202
Montague,-,4,D+19,19.353696399563493
Montague,-,5,D+28,28.10709478239052
Montague,-,6,D+20,19.65068529102243
Plainfield,-,1,D+20,20.44880261033676
Shelburne,-,1,D+28,28.181129315293607
Shutesbury,-,1,D+36,36.436107076444216
Sunderland,-,1,D+27,27.36635094330214
Whately,-,1,D+15,15.038385522708564
Williamsburg,-,1,D+28,27.756836092708138
Worthington,-,1,D+15,14.943162978570069
Brimfield,-,1,R+7,-7.151765886729089
Holland,-,1,R+8,-8.074825029424604
Palmer,-,1,R+5,-5.217933327596191
Palmer,-,1A,R+6,-5.962578575253491
Palmer,-,2,R+7,-7.194329546851774
Palmer,-,3,D+2,1.8412884982724864
Palmer,-,4,R+8,-7.588055018872403
Sturbridge,-,1,D+5,5.236456247163757
Sturbridge,-,2,D+3,2.6384225063170508
Sturbridge,-,3,D+1,0.8394827841677444
Wales,-,1,R+11,-11.29741767694809
Ware,-,B,R+8,-7.782642923555788
Ware,-,C,R+7,-6.712414767971087
Ware,-,A,D+4,3.85577711289804
Warren,-,A,R+9,-8.554712836476108
Warren,-,B,R+6,-6.468838141204591
Hatfield,-,1,D+16,16.2675968794169
Montgomery,-,1,R+9,-8.874805517705376
Northampton,1,A,D+38,37.749238389575524
Northampton,1,B,D+37,37.03053798948483
Northampton,2,A,D+44,43.93152232402085
Northampton,2,B,D+43,42.7782465797536
Northampton,3,A,D+40,40.162029316830875
Northampton,3,B,D+40,39.56963459445739
Northampton,4,A,D+42,42.03158147104524
Northampton,4,B,D+41,40.528019578952744
Northampton,5,A,D+36,35.92007138799473
Northampton,5,B,D+38,38.47953326351681
Northampton,6,A,D+25,25.49038881404585
Northampton,6,B,D+31,31.41829470014127
Northampton,7,A,D+35,34.70590179785184
Northampton,7,B,D+32,31.91441961358028
Southampton,-,1,D+1,1.4102129384880202
Westhampton,-,1,D+10,10.499648785979588
Ashby,-,1,R+6,-5.8987165698548445
Ayer,-,1,D+11,11.265536338388815
Ayer,-,2,D+11,10.597186689266769
Dunstable,-,1,D+4,4.4291802267661495
Groton,-,1,D+17,17.268991549881683
Groton,-,2,D+13,12.643190522692983
Groton,-,3,D+17,16.979152864344506
Pepperell,-,1,EVEN,-0.48863296267861456
Pepperell,-,2,D+2,1.5280319113858076
Pepperell,-,3,R+1,-0.6303812525025876
Townsend,-,1,R+6,-6.002653430671501
Townsend,-,2,R+3,-2.7478696005944436
Townsend,-,3,R+3,-2.5792881746924845
Randolph,-,5,D+23,22.97695133519655
Randolph,-,6,D+27,27.412183631468135
Randolph,-,11,D+22,21.621986489127742
Randolph,-,12,D+23,23.07638309998015
Randolph,-,4,D+28,27.69151833185547
Randolph,-,1,D+28,28.3681408870359
Randolph,-,2,D+33,32.856365019193504
Randolph,-,3,D+29,29.241562323087265
Randolph,-,7,D+27,27.22748632761961
Randolph,-,8,D+32,32.32309966500748
Randolph,-,9,D+32,32.01368739086663
Randolph,-,10,D+26,26.007833060383934
Holden,-,1,D+3,3.3798360035871
Holden,-,2,D+6,5.986247657512623
Holden,-,3,D+8,8.493154284026383
Holden,-,4,D+6,5.666904402862272
Holden,-,5,D+5,4.836921947847317
Paxton,-,1,D+2,1.77116613392454
Princeton,-,1,D+7,7.386808511016618
Rutland,-,1,R+4,-4.348616674381233
Rutland,-,2,R+3,-3.4171808460079776
Rutland,-,3,EVEN,0.15549136456428636
Westminster,-,2,R+2,-1.9733287078018913
Westminster,-,1,R+2,-1.724214974677496
Lynnfield,-,1,R+1,-0.8648275923579307
Lynnfield,-,2,EVEN,0.11835179089790815
Lynnfield,-,3,R+4,-4.317139676802539
Lynnfield,-,4,R+7,-6.504641907272546
North Reading,-,1,D+2,1.832667273004407
North Reading,-,2,D+5,4.795360741103916
North Reading,-,3,D+3,2.6617872208924864
North Reading,-,4,D+3,3.4927990231383377
Reading,-,1,D+11,10.59778050813891
Reading,-,6,D+13,12.670288894626026
Reading,-,7,D+14,14.48639523409433
Reading,-,8,D+11,10.751010636036995
Reading,-,2,D+13,12.989116669366329
Reading,-,3,D+11,10.709566175484708
Reading,-,4,D+16,15.509294163329923
Reading,-,5,D+18,17.964051427607565
Bedford,-,1,D+23,22.974176849808103
Bedford,-,2,D+15,15.159111553467575
Bedford,-,3,D+24,23.601088602584174
Bedford,-,4,D+21,20.654731372502134
Burlington,-,1,D+7,6.5341916140600365
Burlington,-,2,D+13,13.143932358123479
Burlington,-,3,D+9,9.130309681559956
Burlington,-,4,D+10,10.11080587162494
Burlington,-,5,D+8,7.672571443102482
Burlington,-,6,D+6,5.954735638101227
Burlington,-,7,D+13,12.536706984150713
Billerica,-,1,D+7,6.963033775377658
Billerica,-,2,D+3,3.217969282035227
Billerica,-,3,D+1,1.1233423522032715
Billerica,-,4,D+1,0.5628636006770771
Billerica,-,5,R+2,-2.0195586635665785
