City/Town,Ward,Pct,Obama_12,Romney_12,Clinton_16,Trump_16,US_House,State_Rep,State_Sen,PVI_N,PVI
Canton,-,4,1071,1234,1245,991,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",-0.533287443972,R+1
Canton,-,5,1092,1021,1248,801,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",4.68770033982,D+5
Canton,-,6,1077,868,1182,654,8th Congressional,6th Norfolk,"Norfolk, Bristol and Plymouth",8.21082952936,D+8
Carlisle,-,1,1972,1318,2302,732,3rd Congressional,14th Middlesex,3rd Middlesex,16.0485383304,D+16
Carver,-,1,931,1003,818,1051,9th Congressional,2nd Plymouth,1st Plymouth and Bristol,-5.54526149777,R+6
Carver,-,2,921,983,763,1051,9th Congressional,2nd Plymouth,1st Plymouth and Bristol,-6.24210101618,R+6
Carver,-,3,1020,1125,948,1104,9th Congressional,2nd Plymouth,1st Plymouth and Bristol,-4.64463321758,R+5
Charlemont,-,1,456,166,407,228,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",17.1202596511,D+17
Charlton,-,1,728,865,712,945,1st Congressional,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-7.22757707858,R+7
Charlton,-,2,746,989,652,1029,1st Congressional,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-10.6102108383,R+11
Charlton,-,3,756,933,701,1001,1st Congressional,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-8.56859288967,R+9
Charlton,-,4,684,875,644,881,1st Congressional,7th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-8.4743095938,R+8
Chatham,-,1,2293,2280,2398,1796,9th Congressional,4th Barnstable,Cape and Islands,1.97220181254,D+2
Chelmsford,-,1,1100,1096,1167,822,3rd Congressional,14th Middlesex,3rd Middlesex,2.63438413822,D+3
Chelmsford,-,2,1045,852,1133,689,3rd Congressional,16th Middlesex,3rd Middlesex,7.02886075624,D+7
Chelmsford,-,3,1011,1093,1108,974,3rd Congressional,16th Middlesex,3rd Middlesex,-0.914151373853,R+1
Chelmsford,-,4,957,966,1048,832,3rd Congressional,17th Middlesex,3rd Middlesex,1.18626624349,D+1
Chelmsford,-,5,1065,1001,1201,799,3rd Congressional,2nd Middlesex,3rd Middlesex,4.19517822809,D+4
Chelmsford,-,6,1171,1178,1261,884,3rd Congressional,16th Middlesex,3rd Middlesex,2.58133052472,D+3
Chelmsford,-,7,1149,1213,1292,934,3rd Congressional,2nd Middlesex,3rd Middlesex,1.6687410758,D+2
Chelmsford,-,8,1125,1079,1239,818,3rd Congressional,2nd Middlesex,3rd Middlesex,3.94466490145,D+4
Chelmsford,-,9,1028,1095,1256,909,3rd Congressional,14th Middlesex,3rd Middlesex,1.72965598686,D+2
Chelsea,1,1,410,93,429,92,7th Congressional,2nd Suffolk,Middlesex and Suffolk,30.3983243637,D+30
Chelsea,1,2,255,36,297,44,7th Congressional,2nd Suffolk,Middlesex and Suffolk,35.8065027656,D+36
Chelsea,1,3,367,57,368,57,7th Congressional,2nd Suffolk,Middlesex and Suffolk,35.0371687763,D+35
Chelsea,1,4,295,26,358,33,7th Congressional,2nd Suffolk,Middlesex and Suffolk,40.1782137598,D+40
Chelsea,2,1,766,255,838,255,7th Congressional,2nd Suffolk,Middlesex and Suffolk,24.3398488729,D+24
Chelsea,2,2,368,45,593,76,7th Congressional,2nd Suffolk,Middlesex and Suffolk,37.281736159,D+37
Chelsea,2,3,248,30,285,23,7th Congressional,2nd Suffolk,Middlesex and Suffolk,39.420362013,D+39
Chelsea,2,4,371,39,428,50,7th Congressional,2nd Suffolk,Middlesex and Suffolk,38.4422080912,D+38
Chelsea,3,1,448,58,479,69,7th Congressional,2nd Suffolk,Middlesex and Suffolk,36.4153947503,D+36
Chelsea,3,2,478,90,599,107,7th Congressional,16th Suffolk,Middlesex and Suffolk,33.0016222935,D+33
Chelsea,3,3,429,91,439,83,7th Congressional,2nd Suffolk,Middlesex and Suffolk,31.7660741838,D+32
Chelsea,3,4,421,110,497,81,7th Congressional,16th Suffolk,Middlesex and Suffolk,31.2420074397,D+31
Chelsea,4,1,422,115,440,122,7th Congressional,2nd Suffolk,Middlesex and Suffolk,26.899671469,D+27
Chelsea,4,2,567,196,543,199,7th Congressional,16th Suffolk,Middlesex and Suffolk,22.2188834376,D+22
Chelsea,4,3,491,164,468,167,7th Congressional,16th Suffolk,Middlesex and Suffolk,22.805815885,D+23
Chelsea,4,4,466,110,439,129,7th Congressional,2nd Suffolk,Middlesex and Suffolk,27.5731222221,D+28
Cheshire,-,1,1219,493,978,741,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",12.4985399987,D+12
Chester,-,1,331,305,238,372,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",-5.86913776509,R+6
Chesterfield,-,1,455,228,398,267,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",11.7436623645,D+12
Chicopee,1,A,807,529,660,640,1st Congressional,8th Hampden,1st Hampden and Hampshire,4.11723440735,D+4
Chicopee,1,B,1029,666,833,750,1st Congressional,8th Hampden,1st Hampden and Hampshire,5.26765922873,D+5
Chicopee,2,A,706,246,677,279,1st Congressional,6th Hampden,Hampden,20.9490073433,D+21
Chicopee,2,B,860,546,753,658,1st Congressional,8th Hampden,Hampden,5.72422653137,D+6
Chicopee,3,A,771,363,658,509,1st Congressional,6th Hampden,Hampden,10.5681639036,D+11
Chicopee,3,B,681,290,617,395,1st Congressional,8th Hampden,Hampden,13.9211098371,D+14
Chicopee,4,A,751,442,659,463,1st Congressional,6th Hampden,Hampden,9.37185804353,D+9
Chicopee,4,B,796,417,708,460,1st Congressional,8th Hampden,Hampden,11.631467279,D+12
Chicopee,5,A,792,450,697,516,1st Congressional,9th Hampden,1st Hampden and Hampshire,9.11646177462,D+9
Chicopee,5,B,803,411,655,524,1st Congressional,8th Hampden,1st Hampden and Hampshire,9.39243642233,D+9
Chicopee,6,AN,225,164,188,147,1st Congressional,8th Hampden,1st Hampden and Hampshire,5.50892950875,D+6
Chicopee,6,AS,466,350,401,374,1st Congressional,8th Hampden,1st Hampden and Hampshire,2.95875952636,D+3
Chicopee,6,BE,699,671,580,798,1st Congressional,7th Hampden,1st Hampden and Hampshire,-4.99232906604,R+5
Chicopee,6,BW,160,104,136,145,1st Congressional,7th Hampden,1st Hampden and Hampshire,2.77665721923,D+3
Chicopee,7,A,686,261,602,355,1st Congressional,8th Hampden,2nd Hampden and Hampshire,16.1117894373,D+16
Chicopee,7,B,677,305,695,400,1st Congressional,8th Hampden,2nd Hampden and Hampshire,14.5215433244,D+15
Chicopee,8,A,835,495,704,558,1st Congressional,8th Hampden,2nd Hampden and Hampshire,7.83973061372,D+8
Chicopee,8,B,756,439,617,543,1st Congressional,8th Hampden,1st Hampden and Hampshire,6.7662168133,D+7
Chicopee,9,A,819,478,697,564,1st Congressional,8th Hampden,2nd Hampden and Hampshire,7.72978143468,D+8
Chicopee,9,B,983,614,801,763,1st Congressional,8th Hampden,1st Hampden and Hampshire,4.90256674153,D+5
Chilmark,-,1,589,127,617,94,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,32.9776948744,D+33
Clarksburg,-,1,616,232,510,327,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",15.2896564297,D+15
Clinton,-,1,962,725,1021,687,3rd Congressional,12th Worcester,Worcester and Middlesex,6.87415623964,D+7
Clinton,-,2,912,614,921,659,3rd Congressional,12th Worcester,Worcester and Middlesex,7.4795406588,D+7
Clinton,-,3,908,706,930,718,3rd Congressional,12th Worcester,1st Worcester,4.81053073635,D+5
Clinton,-,4,986,576,895,684,3rd Congressional,12th Worcester,1st Worcester,8.35011743321,D+8
Cohasset,-,1,1098,1382,1403,770,8th Congressional,3rd Plymouth,Plymouth and Norfolk,2.21499925761,D+2
Cohasset,-,2,1152,1219,1492,859,8th Congressional,3rd Plymouth,Plymouth and Norfolk,4.45795382423,D+4
Colrain,-,1,618,232,513,257,1st Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",18.2795454285,D+18
Concord,-,1,1413,691,1645,329,3rd Congressional,14th Middlesex,3rd Middlesex,23.4524697015,D+23
Concord,-,2,1717,701,1993,462,3rd Congressional,14th Middlesex,3rd Middlesex,24.5985290952,D+25
Concord,-,3,1572,818,1765,464,3rd Congressional,14th Middlesex,3rd Middlesex,20.7098053052,D+21
Concord,-,4,1601,774,1857,439,3rd Congressional,14th Middlesex,3rd Middlesex,22.4959873039,D+22
Concord,-,5,1013,543,1200,257,3rd Congressional,14th Middlesex,3rd Middlesex,21.9131209224,D+22
Conway,-,1,926,288,865,249,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",25.3977203044,D+25
Cummington,-,1,368,139,334,156,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",18.8759643148,D+19
Dalton,-,1,1235,421,1091,491,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",20.2991963333,D+20
Dalton,-,2,1209,470,1099,449,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",19.986267645,D+20
Danvers,-,1,1025,768,1069,731,6th Congressional,13th Essex,2nd Essex,6.74471948097,D+7
Danvers,-,2,964,853,1033,815,6th Congressional,13th Essex,2nd Essex,2.95313443364,D+3
Danvers,-,3,851,781,860,741,6th Congressional,13th Essex,2nd Essex,1.38771236442,D+1
Danvers,-,4,889,921,997,774,6th Congressional,13th Essex,2nd Essex,1.13158344813,D+1
Danvers,-,5,1038,965,984,895,6th Congressional,13th Essex,2nd Essex,0.551283936754,D+1
Danvers,-,6,934,1040,958,910,6th Congressional,13th Essex,2nd Essex,-2.29008458669,R+2
Danvers,-,7,893,902,952,810,6th Congressional,13th Essex,2nd Essex,0.33428360782,EVEN
Danvers,-,8,773,767,899,808,6th Congressional,13th Essex,2nd Essex,-0.0415829064481,EVEN
Dartmouth,-,1,1062,843,896,1085,9th Congressional,9th Bristol,2nd Bristol and Plymouth,-1.14926835694,R+1
Dartmouth,-,2,784,505,681,589,9th Congressional,9th Bristol,2nd Bristol and Plymouth,5.71365597519,D+6
Dartmouth,-,3,664,120,162,26,9th Congressional,9th Bristol,2nd Bristol and Plymouth,33.444154482,D+33
Dartmouth,-,4,1189,603,1065,780,9th Congressional,9th Bristol,2nd Bristol and Plymouth,10.4388851367,D+10
Dartmouth,-,5,1182,796,1059,907,9th Congressional,9th Bristol,2nd Bristol and Plymouth,5.28521742914,D+5
Dartmouth,-,6,1124,488,920,714,9th Congressional,9th Bristol,2nd Bristol and Plymouth,11.4345396094,D+11
Dartmouth,-,7,1088,825,1035,837,9th Congressional,9th Bristol,2nd Bristol and Plymouth,4.55455888321,D+5
Dartmouth,-,8,1390,854,1378,847,9th Congressional,9th Bristol,2nd Bristol and Plymouth,10.4025243036,D+10
Dartmouth,-,9,1397,951,1390,953,9th Congressional,9th Bristol,2nd Bristol and Plymouth,7.87636992304,D+8
Dedham,-,1,1186,831,1501,465,8th Congressional,11th Norfolk,Norfolk and Suffolk,15.9264428909,D+16
Dedham,-,2,1185,779,1205,695,8th Congressional,11th Norfolk,Norfolk and Suffolk,10.3177326841,D+10
Dedham,-,3,1074,636,1139,614,8th Congressional,11th Norfolk,Norfolk and Suffolk,12.3688599813,D+12
Dedham,-,4,1047,801,1212,652,8th Congressional,11th Norfolk,Norfolk and Suffolk,9.32141164821,D+9
Dedham,-,5,1063,872,1151,818,8th Congressional,11th Norfolk,Norfolk and Suffolk,5.17579618749,D+5
Dedham,-,6,1192,834,1306,701,8th Congressional,11th Norfolk,Norfolk and Suffolk,10.4037338371,D+10
Dedham,-,7,1010,981,1107,833,8th Congressional,11th Norfolk,Norfolk and Suffolk,2.318711789,D+2
Deerfield,-,1,2104,839,1968,777,2nd Congressional,1st Franklin,"Hampshire, Franklin and Worcester",20.0540414435,D+20
Dennis,-,1,990,973,981,884,9th Congressional,1st Barnstable,Cape and Islands,-0.0462411731095,EVEN
Dennis,-,2,1092,1004,1091,783,9th Congressional,1st Barnstable,Cape and Islands,3.45213615529,D+3
Dennis,-,3,916,670,844,667,9th Congressional,1st Barnstable,Cape and Islands,5.29392015199,D+5
Dennis,-,4,996,855,1003,771,9th Congressional,1st Barnstable,Cape and Islands,3.60955819993,D+4
Dennis,-,5,927,745,968,646,9th Congressional,1st Barnstable,Cape and Islands,6.13362897039,D+6
Dighton,-,1,868,928,776,1044,4th Congressional,5th Bristol,1st Plymouth and Bristol,-6.07066761636,R+6
Dighton,-,2,875,915,826,1105,4th Congressional,5th Bristol,1st Plymouth and Bristol,-5.82175151474,R+6
Douglas,-,1,617,903,565,956,2nd Congressional,18th Worcester,Worcester and Norfolk,-12.6664762261,R+13
Douglas,-,2,653,896,643,908,2nd Congressional,18th Worcester,Worcester and Norfolk,-9.72881777337,R+10
Douglas,-,3,627,743,572,821,2nd Congressional,18th Worcester,Worcester and Norfolk,-8.14040872757,R+8
Dover,-,1,1534,2004,2063,1137,4th Congressional,13th Norfolk,Norfolk and Suffolk,1.84852402423,D+2
Dracut,-,1,689,648,654,777,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-3.01648325911,R+3
Dracut,-,2,675,717,611,765,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-5.07573181402,R+5
Dracut,-,3,808,934,714,920,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-6.45233099765,R+6
Dracut,-,4,776,1125,788,1142,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-10.7104194776,R+11
Dracut,-,5,719,883,705,947,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-7.77374510846,R+8
Dracut,-,6,814,840,761,824,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-2.90915021369,R+3
Dracut,-,6A,35,30,28,32,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-1.13526938628,R+1
Dracut,-,7,715,772,757,759,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-2.51762036863,R+3
Dracut,-,8,892,1197,892,1221,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-9.07929604025,R+9
Dracut,-,9,818,896,735,932,3rd Congressional,36th Middlesex,2nd Essex and Middlesex,-5.60211351523,R+6
Dudley,-,1,966,999,843,1076,1st Congressional,6th Worcester,Worcester and Norfolk,-4.95957422665,R+5
Dudley,-,2,815,792,663,954,1st Congressional,6th Worcester,Worcester and Norfolk,-5.6915969297,R+6
Dudley,-,3,690,758,607,841,1st Congressional,6th Worcester,Worcester and Norfolk,-6.74935778407,R+7
Dunstable,-,1,821,1036,954,837,3rd Congressional,1st Middlesex,1st Middlesex,-2.87847114066,R+3
Duxbury,-,1,766,922,968,697,9th Congressional,12th Plymouth,Plymouth and Norfolk,0.179612808774,EVEN
Duxbury,-,2,686,1008,883,668,9th Congressional,6th Plymouth,Plymouth and Norfolk,-3.18395967903,R+3
Duxbury,-,3,678,820,828,576,9th Congressional,6th Plymouth,Plymouth and Norfolk,0.35997527258,EVEN
Duxbury,-,4,696,860,853,631,9th Congressional,6th Plymouth,Plymouth and Norfolk,-0.581322017855,R+1
Duxbury,-,5,720,840,826,697,9th Congressional,6th Plymouth,Plymouth and Norfolk,-1.38930766068,R+1
Duxbury,-,6,701,875,779,619,9th Congressional,6th Plymouth,Plymouth and Norfolk,-1.77064262098,R+2
E. Bridgewater,-,1,825,926,761,1002,8th Congressional,10th Plymouth,2nd Plymouth and Bristol,-6.40151867484,R+6
E. Bridgewater,-,2,822,983,791,1042,8th Congressional,7th Plymouth,2nd Plymouth and Bristol,-7.19772128292,R+7
E. Bridgewater,-,3,915,1051,874,1077,8th Congressional,7th Plymouth,2nd Plymouth and Bristol,-5.86256068063,R+6
E. Bridgewater,-,4,787,918,748,952,8th Congressional,7th Plymouth,"Norfolk, Bristol and Plymouth",-6.45450580331,R+6
E. Brookfield,-,1,470,663,417,664,1st Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-11.4720354206,R+11
E. Longmeadow,-,1,1064,1093,1057,1091,1st Congressional,12th Hampden,1st Hampden and Hampshire,-2.26697670335,R+2
E. Longmeadow,-,2,1060,962,1008,1034,1st Congressional,2nd Hampden,1st Hampden and Hampshire,-0.649442614622,R+1
E. Longmeadow,-,3,1006,1117,1017,1105,1st Congressional,2nd Hampden,1st Hampden and Hampshire,-3.87920342632,R+4
E. Longmeadow,-,4,962,1356,1007,1211,1st Congressional,2nd Hampden,1st Hampden and Hampshire,-8.12698014465,R+8
Eastham,-,1,2188,1446,2203,1199,9th Congressional,4th Barnstable,Cape and Islands,10.8723485785,D+11
Easthampton,-,1,1224,512,1127,514,1st Congressional,2nd Hampshire,2nd Hampden and Hampshire,18.0827347594,D+18
Easthampton,-,2,1258,384,1370,417,1st Congressional,2nd Hampshire,2nd Hampden and Hampshire,25.1051505612,D+25
Easthampton,-,3,1202,354,1140,447,1st Congressional,2nd Hampshire,2nd Hampden and Hampshire,22.9795253958,D+23
Easthampton,-,4,1383,497,1464,453,1st Congressional,2nd Hampshire,2nd Hampden and Hampshire,23.4449781776,D+23
Easthampton,-,5,1216,716,1112,768,1st Congressional,2nd Hampshire,2nd Hampden and Hampshire,9.53503491593,D+10
Easton,-,1,15,487,640,505,4th Congressional,11th Plymouth,2nd Plymouth and Bristol,-11.7659919121,R+12
Easton,-,2,1085,1124,1272,944,4th Congressional,11th Plymouth,2nd Plymouth and Bristol,1.73026733689,D+2
Easton,-,3,1003,987,1042,898,4th Congressional,11th Plymouth,"Norfolk, Bristol and Plymouth",0.500354023394,D+1
Easton,-,4,1028,1179,1204,940,4th Congressional,11th Plymouth,"Norfolk, Bristol and Plymouth",-0.236717329277,EVEN
Easton,-,5,1147,1133,1334,953,4th Congressional,11th Plymouth,"Norfolk, Bristol and Plymouth",2.7892324749,D+3
Easton,-,6,984,1150,1064,991,4th Congressional,3rd Bristol,"Norfolk, Bristol and Plymouth",-2.64531951757,R+3
Edgartown,-,1,1701,827,1787,779,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,16.9374436094,D+17
Egremont,-,1,677,152,621,147,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",29.7421257296,D+30
Erving,-,1,557,200,420,300,2nd Congressional,2nd Franklin,"Hampshire, Franklin and Worcester",14.6123270931,D+15
Essex,-,1,1163,966,1272,758,6th Congressional,5th Essex,1st Essex and Middlesex,7.01245843291,D+7
Everett,1,1,726,287,737,294,7th Congressional,28th Middlesex,Middlesex and Suffolk,20.0400730795,D+20
Everett,1,2,670,245,666,290,7th Congressional,28th Middlesex,Middlesex and Suffolk,19.8703960333,D+20
Everett,2,1,768,269,776,336,7th Congressional,28th Middlesex,Middlesex and Suffolk,20.3121014839,D+20
Everett,2,2,682,246,702,249,7th Congressional,28th Middlesex,Middlesex and Suffolk,22.1209307202,D+22
Everett,3,1,917,355,828,412,7th Congressional,28th Middlesex,Middlesex and Suffolk,17.9312911233,D+18
Everett,3,2,880,319,779,346,7th Congressional,28th Middlesex,Middlesex and Suffolk,19.8502727824,D+20
Everett,4,1,810,379,888,416,7th Congressional,28th Middlesex,Middlesex and Suffolk,16.5754406017,D+17
Everett,4,2,789,284,797,286,7th Congressional,28th Middlesex,Middlesex and Suffolk,22.0268827473,D+22
Everett,5,1,812,328,765,343,7th Congressional,28th Middlesex,Middlesex and Suffolk,18.6159761653,D+19
Everett,5,2,827,293,818,299,7th Congressional,28th Middlesex,Middlesex and Suffolk,22.0007163089,D+22
Everett,6,1,748,305,809,344,7th Congressional,28th Middlesex,Middlesex and Suffolk,19.0449663345,D+19
Everett,6,2,780,279,896,325,7th Congressional,28th Middlesex,Middlesex and Suffolk,21.9735025435,D+22
Fairhaven,-,1,843,576,832,606,9th Congressional,10th Bristol,2nd Bristol and Plymouth,7.09266201029,D+7
Fairhaven,-,2,884,490,744,600,9th Congressional,10th Bristol,2nd Bristol and Plymouth,8.36171368952,D+8
Fairhaven,-,3,706,379,581,536,9th Congressional,10th Bristol,2nd Bristol and Plymouth,6.91159709874,D+7
Fairhaven,-,4,876,509,705,675,9th Congressional,10th Bristol,2nd Bristol and Plymouth,5.64375412186,D+6
Fairhaven,-,5,882,582,711,759,9th Congressional,10th Bristol,2nd Bristol and Plymouth,2.75920914133,D+3
Fairhaven,-,6,820,520,691,648,9th Congressional,10th Bristol,2nd Bristol and Plymouth,4.86637301761,D+5
Fall River,1,A,1042,444,816,640,9th Congressional,8th Bristol,1st Bristol and Plymouth,11.619047405,D+12
Fall River,1,B,840,270,601,434,9th Congressional,7th Bristol,1st Bristol and Plymouth,15.6442177932,D+16
Fall River,1,C,844,317,622,481,9th Congressional,7th Bristol,1st Bristol and Plymouth,13.2173807904,D+13
Fall River,2,A,678,154,510,317,9th Congressional,7th Bristol,1st Bristol and Plymouth,20.0741338687,D+20
Fall River,2,B,644,160,491,276,9th Congressional,7th Bristol,1st Bristol and Plymouth,20.7117070618,D+21
Fall River,2,C,736,241,567,372,9th Congressional,7th Bristol,1st Bristol and Plymouth,16.4709936617,D+16
Fall River,3,A,905,278,674,458,9th Congressional,7th Bristol,1st Bristol and Plymouth,16.6720740263,D+17
Fall River,3,B,892,271,663,410,9th Congressional,7th Bristol,1st Bristol and Plymouth,18.0085588785,D+18
Fall River,3,C,839,304,641,456,9th Congressional,7th Bristol,1st Bristol and Plymouth,14.5361591852,D+15
Fall River,4,A,658,195,551,267,9th Congressional,7th Bristol,1st Bristol and Plymouth,20.8166157125,D+21
Fall River,4,B,730,137,561,215,9th Congressional,7th Bristol,1st Bristol and Plymouth,27.0405066332,D+27
Fall River,4,C,811,110,679,229,4th Congressional,7th Bristol,1st Bristol and Plymouth,29.9300121884,D+30
Fall River,5,A,561,90,438,180,9th Congressional,7th Bristol,1st Bristol and Plymouth,27.188134869,D+27
Fall River,5,B,444,74,385,138,9th Congressional,6th Bristol,1st Bristol and Plymouth,28.0996969922,D+28
Fall River,5,B1,101,13,65,38,4th Congressional,6th Bristol,1st Bristol and Plymouth,24.9624264663,D+25
Fall River,5,C,656,134,541,244,4th Congressional,6th Bristol,1st Bristol and Plymouth,24.4647306137,D+24
Fall River,6,A,905,372,714,517,9th Congressional,8th Bristol,1st Bristol and Plymouth,13.0181596408,D+13
Fall River,6,B,742,191,579,312,9th Congressional,8th Bristol,1st Bristol and Plymouth,20.8879762278,D+21
Fall River,6,C,794,280,625,439,9th Congressional,6th Bristol,1st Bristol and Plymouth,14.835170277,D+15
Fall River,6,C1,19,5,15,4,4th Congressional,6th Bristol,1st Bristol and Plymouth,27.5344980556,D+28
Fall River,7,A,814,359,689,443,4th Congressional,6th Bristol,1st Bristol and Plymouth,13.6708043664,D+14
Fall River,7,B,621,223,535,316,4th Congressional,6th Bristol,1st Bristol and Plymouth,16.6653205842,D+17
Fall River,7,C,802,186,663,324,4th Congressional,6th Bristol,1st Bristol and Plymouth,22.6419458036,D+23
Fall River,8,A,724,234,600,338,4th Congressional,6th Bristol,1st Bristol and Plymouth,18.2959542424,D+18
Fall River,8,B,1130,469,881,563,4th Congressional,6th Bristol,1st Bristol and Plymouth,14.5508298579,D+15
Fall River,8,C,1110,500,902,661,4th Congressional,6th Bristol,1st Bristol and Plymouth,11.8747526749,D+12
Fall River,9,A,1214,651,986,794,4th Congressional,6th Bristol,1st Bristol and Plymouth,8.82138356297,D+9
Fall River,9,B,786,348,676,503,4th Congressional,6th Bristol,1st Bristol and Plymouth,11.6726856505,D+12
Fall River,9,C,836,380,797,481,4th Congressional,6th Bristol,1st Bristol and Plymouth,13.9418757621,D+14
Falmouth,-,1,1703,686,1793,513,9th Congressional,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,22.9269244369,D+23
Falmouth,-,2,1301,775,1386,707,9th Congressional,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,12.9166375458,D+13
Falmouth,-,3,1152,914,1150,810,9th Congressional,3rd Barnstable,Plymouth and Barnstable,5.64307139862,D+6
Falmouth,-,4,1171,963,1219,859,9th Congressional,3rd Barnstable,Plymouth and Barnstable,5.2073706897,D+5
Falmouth,-,5,1244,1126,1349,886,9th Congressional,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,4.77309109147,D+5
Falmouth,-,6,1310,952,1333,771,9th Congressional,"Barnstable, Dukes and Nantucket",Plymouth and Barnstable,9.00069030223,D+9
Falmouth,-,7,1095,924,1094,913,9th Congressional,3rd Barnstable,Plymouth and Barnstable,2.83631531318,D+3
Falmouth,-,8,1049,1025,1070,907,9th Congressional,3rd Barnstable,Plymouth and Barnstable,0.772802694692,D+1
Falmouth,-,9,1102,798,1073,799,9th Congressional,3rd Barnstable,Plymouth and Barnstable,6.12644853525,D+6
Fitchburg,1,A,658,349,619,314,3rd Congressional,3rd Worcester,Worcester and Middlesex,14.2894728818,D+14
Fitchburg,1,B,693,432,677,452,3rd Congressional,3rd Worcester,Worcester and Middlesex,9.24556468648,D+9
Fitchburg,2,A,583,246,607,262,3rd Congressional,3rd Worcester,Worcester and Middlesex,18.5471805548,D+19
Fitchburg,2,B,812,599,742,609,3rd Congressional,3rd Worcester,Worcester and Middlesex,4.72830773175,D+5
Fitchburg,3,A,963,918,961,832,3rd Congressional,3rd Worcester,Worcester and Middlesex,0.832721903871,D+1
Fitchburg,3,B,733,526,772,543,3rd Congressional,3rd Worcester,Worcester and Middlesex,6.93403908303,D+7
Fitchburg,4,A,415,295,490,288,3rd Congressional,3rd Worcester,Worcester and Middlesex,9.28462308684,D+9
Fitchburg,4,B,652,261,699,276,3rd Congressional,3rd Worcester,Worcester and Middlesex,20.0219340036,D+20
Fitchburg,5,A,854,867,849,842,3rd Congressional,3rd Worcester,Worcester and Middlesex,-1.62319435697,R+2
Fitchburg,5,B,624,206,619,232,3rd Congressional,3rd Worcester,Worcester and Middlesex,22.4088115179,D+22
Fitchburg,6,A,880,596,854,626,3rd Congressional,3rd Worcester,Worcester and Middlesex,7.12508244052,D+7
Fitchburg,6,B,680,307,701,311,3rd Congressional,3rd Worcester,Worcester and Middlesex,17.5492728849,D+18
Florida,-,1,255,127,191,170,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",8.49164851413,D+8
Foxborough,-,1,943,795,1002,774,4th Congressional,1st Bristol,Bristol and Norfolk,3.81475907132,D+4
Foxborough,-,2,1030,1065,1119,831,4th Congressional,1st Bristol,Bristol and Norfolk,1.59204828987,D+2
Foxborough,-,3,969,1009,1048,877,4th Congressional,1st Bristol,Bristol and Norfolk,0.142926873012,EVEN
Foxborough,-,4,999,986,1031,881,4th Congressional,1st Bristol,Bristol and Norfolk,0.556082936024,D+1
Foxborough,-,5,846,962,932,798,4th Congressional,1st Bristol,Bristol and Norfolk,-1.28088838006,R+1
Framingham,-,1,1413,878,1551,631,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,14.7289827935,D+15
Framingham,-,10,752,290,860,253,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,23.2675148365,D+23
Framingham,-,11,1389,857,1547,607,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,15.192003341,D+15
Framingham,-,12,685,321,798,265,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,20.1418693281,D+20
Framingham,-,13,1020,395,1033,327,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,22.4467125957,D+22
Framingham,-,14,720,200,810,182,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,28.4856511158,D+28
Framingham,-,15,760,234,830,215,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,26.4441322812,D+26
Framingham,-,16,452,118,533,113,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,29.4680200874,D+29
