City/Town,Ward,Pct,Obama_12,Romney_12,Clinton_16,Trump_16,US_House,State_Rep,State_Sen,PVI_N,PVI
Framingham,-,17,583,62,633,58,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,39.4826946856,D+39
Framingham,-,18,661,225,735,233,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,23.7613864929,D+24
Framingham,-,2,1413,820,1702,686,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,15.8743822043,D+16
Framingham,-,3,1196,602,1354,474,5th Congressional,13th Middlesex,2nd Middlesex and Norfolk,18.790158082,D+19
Framingham,-,4,1361,826,1527,580,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,15.7213677819,D+16
Framingham,-,5,1326,733,1426,591,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,15.9819043134,D+16
Framingham,-,6,1345,773,1418,620,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,14.9469250314,D+15
Framingham,-,7,1171,654,1324,489,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,17.0463688765,D+17
Framingham,-,8,1328,540,1406,421,5th Congressional,7th Middlesex,2nd Middlesex and Norfolk,22.4566115339,D+22
Framingham,-,9,924,450,1033,318,5th Congressional,6th Middlesex,2nd Middlesex and Norfolk,20.2812443752,D+20
Franklin,-,1,1068,996,1132,843,4th Congressional,10th Norfolk,"Norfolk, Bristol and Middlesex",2.93365856619,D+3
Franklin,-,2,988,922,1130,846,4th Congressional,10th Norfolk,"Norfolk, Bristol and Middlesex",2.96807595598,D+3
Franklin,-,3,1127,984,1127,844,4th Congressional,10th Norfolk,"Norfolk, Bristol and Middlesex",3.68276099099,D+4
Franklin,-,4,1041,1251,1236,989,4th Congressional,10th Norfolk,"Norfolk, Bristol and Middlesex",-1.12570551645,R+1
Franklin,-,5,1163,1105,1252,885,4th Congressional,10th Norfolk,2nd Middlesex and Norfolk,3.28879417786,D+3
Franklin,-,6,1103,854,1139,730,4th Congressional,10th Norfolk,2nd Middlesex and Norfolk,7.06378968325,D+7
Franklin,-,7,1128,1258,1355,888,4th Congressional,10th Norfolk,"Norfolk, Bristol and Middlesex",2.10482566665,D+2
Franklin,-,8,998,1196,1156,971,4th Congressional,10th Norfolk,2nd Middlesex and Norfolk,-1.68569752791,R+2
Freetown,-,1,728,798,665,910,4th Congressional,6th Bristol,1st Bristol and Plymouth,-6.61427615828,R+7
Freetown,-,2,851,687,707,875,4th Congressional,8th Bristol,1st Bristol and Plymouth,-1.59937195038,R+2
Freetown,-,3,739,762,663,864,4th Congressional,8th Bristol,1st Bristol and Plymouth,-5.23408048271,R+5
Gardner,1,A,607,462,556,415,3rd Congressional,2nd Worcester,Worcester and Middlesex,5.47453453529,D+5
Gardner,1,B,204,214,170,217,3rd Congressional,2nd Worcester,Worcester and Middlesex,-5.07564205708,R+5
Gardner,2,A,536,334,480,382,3rd Congressional,2nd Worcester,Worcester and Middlesex,7.12523869687,D+7
Gardner,2,B,526,452,441,486,3rd Congressional,2nd Worcester,Worcester and Middlesex,-0.774114530633,R+1
Gardner,3,A,471,262,403,324,3rd Congressional,2nd Worcester,Worcester and Middlesex,8.32774431235,D+8
Gardner,3,B,581,388,529,392,3rd Congressional,2nd Worcester,Worcester and Middlesex,7.19488934388,D+7
Gardner,4,A,485,306,485,294,3rd Congressional,2nd Worcester,Worcester and Middlesex,10.2481701042,D+10
Gardner,4,B,358,181,297,229,3rd Congressional,2nd Worcester,Worcester and Middlesex,9.96707803156,D+10
Gardner,5,A,399,277,389,315,3rd Congressional,2nd Worcester,Worcester and Middlesex,5.56617988909,D+6
Gardner,5,B,532,455,446,488,3rd Congressional,2nd Worcester,Worcester and Middlesex,-0.624285523704,R+1
Georgetown,-,1,872,937,863,848,6th Congressional,2nd Essex,1st Essex and Middlesex,-2.245496659,R+2
Georgetown,-,2,719,853,727,725,6th Congressional,2nd Essex,1st Essex and Middlesex,-3.71780906882,R+4
Georgetown,-,3,682,789,757,655,6th Congressional,2nd Essex,1st Essex and Middlesex,-1.62198461347,R+2
Gill,-,1,653,213,579,259,2nd Congressional,2nd Franklin,"Hampshire, Franklin and Worcester",20.7652000973,D+21
Gloucester,1,1,1140,669,1197,541,6th Congressional,5th Essex,1st Essex and Middlesex,14.3513954009,D+14
Gloucester,1,2,948,536,919,545,6th Congressional,5th Essex,1st Essex and Middlesex,11.7958025269,D+12
Gloucester,2,1,770,371,762,423,6th Congressional,5th Essex,1st Essex and Middlesex,14.3288750677,D+14
Gloucester,2,2,835,311,788,342,6th Congressional,5th Essex,1st Essex and Middlesex,19.7740452007,D+20
Gloucester,3,1,880,399,815,479,6th Congressional,5th Essex,1st Essex and Middlesex,14.341139475,D+14
Gloucester,3,2,862,484,853,515,6th Congressional,5th Essex,1st Essex and Middlesex,11.6555928097,D+12
Gloucester,4,1,998,623,976,605,6th Congressional,5th Essex,1st Essex and Middlesex,10.1137000079,D+10
Gloucester,4,2,1292,624,1301,521,6th Congressional,5th Essex,1st Essex and Middlesex,17.8333769487,D+18
Gloucester,5,1,1038,759,1141,669,6th Congressional,5th Essex,1st Essex and Middlesex,8.87504389346,D+9
Gloucester,5,2,1017,759,1056,715,6th Congressional,5th Essex,1st Essex and Middlesex,6.90848589988,D+7
Goshen,-,1,395,198,364,213,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",13.3365254855,D+13
Gosnold,-,1,49,36,36,27,9th Congressional,"Barnstable, Dukes and Nantucket",Cape and Islands,5.89716304616,D+6
Grafton,-,1,983,892,1061,806,2nd Congressional,9th Worcester,2nd Worcester,3.08792676551,D+3
Grafton,-,2,1002,925,1084,767,2nd Congressional,9th Worcester,2nd Worcester,3.67912976672,D+4
Grafton,-,3,944,875,1103,739,2nd Congressional,9th Worcester,2nd Worcester,4.3784153993,D+4
Grafton,-,4,846,725,901,743,2nd Congressional,9th Worcester,2nd Worcester,2.80376638355,D+3
Grafton,-,5,1102,1021,1223,828,2nd Congressional,9th Worcester,2nd Worcester,4.16669515613,D+4
Granby,-,1,1043,777,949,809,1st Congressional,3rd Hampshire,1st Hampden and Hampshire,4.13829126213,D+4
Granby,-,2,827,798,702,890,1st Congressional,2nd Hampshire,1st Hampden and Hampshire,-4.00651588923,R+4
Granville,-,1,377,502,335,548,1st Congressional,3rd Hampden,2nd Hampden and Hampshire,-11.1266428255,R+11
Great Barrington,-,A,789,157,752,155,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",31.6271699014,D+32
Great Barrington,-,B,751,169,737,187,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",29.1588737808,D+29
Great Barrington,-,C,599,93,567,89,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",34.9632469342,D+35
Great Barrington,-,D,789,178,824,149,1st Congressional,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",31.6090605106,D+32
Greenfield,-,1,625,230,547,280,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",18.1436842404,D+18
Greenfield,-,2,792,350,741,341,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",17.3945867288,D+17
Greenfield,-,3,684,201,638,254,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",22.8597784472,D+23
Greenfield,-,4,790,240,736,257,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",23.8972565653,D+24
Greenfield,-,5,811,185,718,175,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",29.4070281256,D+29
Greenfield,-,6,741,146,736,154,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",31.5823445698,D+32
Greenfield,-,7,565,211,483,246,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",18.0992821087,D+18
Greenfield,-,8,623,125,515,170,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",27.8785477805,D+28
Greenfield,-,9,556,207,460,221,2nd Congressional,2nd Berkshire,"Hampshire, Franklin and Worcester",18.824841417,D+19
Groton,-,1,1143,958,1410,703,3rd Congressional,1st Middlesex,1st Middlesex,9.0484990048,D+9
Groton,-,2,1034,969,1247,765,3rd Congressional,1st Middlesex,1st Middlesex,5.27668578184,D+5
Groton,-,3,1052,887,1260,670,3rd Congressional,1st Middlesex,1st Middlesex,8.22177377733,D+8
Groveland,-,1,908,1038,913,968,6th Congressional,2nd Essex,1st Essex and Middlesex,-3.95230622976,R+4
Groveland,-,2,924,1046,909,966,6th Congressional,2nd Essex,1st Essex and Middlesex,-3.86296769577,R+4
Hadley,-,1,2142,891,2149,867,2nd Congressional,2nd Hampshire,"Hampshire, Franklin and Worcester",19.4020756294,D+19
Halifax,-,1,975,1056,883,1252,9th Congressional,12th Plymouth,2nd Plymouth and Bristol,-6.93613352454,R+7
Halifax,-,2,963,1015,911,1060,9th Congressional,12th Plymouth,2nd Plymouth and Bristol,-4.0802174744,R+4
Hamilton,-,1,828,785,958,583,6th Congressional,4th Essex,1st Essex and Middlesex,5.09123663782,D+5
Hamilton,-,2,752,853,953,542,6th Congressional,4th Essex,1st Essex and Middlesex,3.46473061372,D+3
Hamilton,-,3,609,585,720,351,6th Congressional,4th Essex,1st Essex and Middlesex,7.14022730247,D+7
Hampden,-,1,1286,1569,1188,1645,1st Congressional,2nd Hampden,1st Hampden and Hampshire,-8.04019203044,R+8
Hancock,-,1,228,142,189,159,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",6.54272504269,D+7
Hanover,-,1,794,1208,885,1033,9th Congressional,5th Plymouth,2nd Plymouth and Bristol,-8.70363673321,R+9
Hanover,-,2,902,1223,958,1125,9th Congressional,5th Plymouth,2nd Plymouth and Bristol,-7.33374847373,R+7
Hanover,-,3,911,1153,964,994,9th Congressional,5th Plymouth,2nd Plymouth and Bristol,-4.91667167369,R+5
Hanover,-,4,752,1327,943,1115,9th Congressional,5th Plymouth,2nd Plymouth and Bristol,-10.5635507496,R+11
Hanson,-,1,758,1030,829,1060,9th Congressional,6th Plymouth,2nd Plymouth and Bristol,-8.37508445291,R+8
Hanson,-,2,945,1054,864,1045,9th Congressional,6th Plymouth,2nd Plymouth and Bristol,-5.24560715496,R+5
Hanson,-,3,810,919,739,1019,9th Congressional,6th Plymouth,2nd Plymouth and Bristol,-7.11313001145,R+7
Hardwick,-,1,710,560,568,709,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-1.35859094105,R+1
Harvard,-,1,2167,1362,2515,889,3rd Congressional,37th Middlesex,Middlesex and Worcester,15.9968235028,D+16
Harwich,-,1,1165,942,1215,854,9th Congressional,4th Barnstable,Cape and Islands,5.45706777848,D+5
Harwich,-,2,1121,929,1145,843,9th Congressional,4th Barnstable,Cape and Islands,4.58162016301,D+5
Harwich,-,3,1080,970,1139,899,9th Congressional,4th Barnstable,Cape and Islands,2.74555253153,D+3
Harwich,-,4,1049,781,1061,698,9th Congressional,4th Barnstable,Cape and Islands,7.25548012612,D+7
Hatfield,-,1,1362,638,1284,660,2nd Congressional,1st Hampshire,"Hampshire, Franklin and Worcester",15.5539801066,D+16
Haverhill,1,1,613,219,618,270,3rd Congressional,3rd Essex,1st Essex,20.0344980556,D+20
Haverhill,1,2,804,360,867,411,3rd Congressional,3rd Essex,1st Essex,16.8922490412,D+17
Haverhill,1,3,714,401,670,456,3rd Congressional,3rd Essex,1st Essex,10.2228742996,D+10
Haverhill,2,1,661,445,648,485,3rd Congressional,15th Essex,1st Essex,6.92833043507,D+7
Haverhill,2,2,667,592,664,636,3rd Congressional,15th Essex,1st Essex,0.477235498445,EVEN
Haverhill,2,3,571,249,593,276,3rd Congressional,3rd Essex,1st Essex,17.3812492638,D+17
Haverhill,3,1,599,112,596,135,3rd Congressional,3rd Essex,1st Essex,31.3357430964,D+31
Haverhill,3,2,657,306,644,323,3rd Congressional,3rd Essex,1st Essex,15.8740570386,D+16
Haverhill,3,3,729,355,653,397,3rd Congressional,3rd Essex,1st Essex,13.2257427974,D+13
Haverhill,4,1,762,777,749,731,3rd Congressional,3rd Essex,1st Essex,-1.48558406001,R+1
Haverhill,4,2,818,855,793,886,3rd Congressional,3rd Essex,1st Essex,-3.47441019773,R+3
Haverhill,4,3,824,756,756,734,3rd Congressional,2nd Essex,1st Essex,-0.0694713406731,EVEN
Haverhill,5,1,853,605,867,578,3rd Congressional,3rd Essex,1st Essex,7.71378331782,D+8
Haverhill,5,2,778,801,777,819,3rd Congressional,15th Essex,1st Essex,-2.55889143352,R+3
Haverhill,5,3,773,1009,812,933,3rd Congressional,3rd Essex,1st Essex,-6.5962277078,R+7
Haverhill,6,1,754,566,736,630,3rd Congressional,3rd Essex,1st Essex,3.93755265393,D+4
Haverhill,6,2,858,568,772,633,3rd Congressional,3rd Essex,1st Essex,6.0415585897,D+6
Haverhill,6,3,852,728,841,706,3rd Congressional,3rd Essex,1st Essex,2.60608015002,D+3
Haverhill,7,1,783,712,804,616,3rd Congressional,15th Essex,1st Essex,2.90726920721,D+3
Haverhill,7,2,761,587,744,578,3rd Congressional,14th Essex,1st Essex,4.83177181223,D+5
Haverhill,7,3,761,891,803,817,3rd Congressional,2nd Essex,1st Essex,-3.73575838383,R+4
Hawley,-,1,127,65,105,67,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",12.20099435,D+12
Heath,-,1,295,124,244,165,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",13.5613489712,D+14
Hingham,-,1,1110,1003,1327,776,8th Congressional,3rd Plymouth,Plymouth and Norfolk,6.26833592682,D+6
Hingham,-,2,1139,1213,1436,801,8th Congressional,4th Norfolk,Plymouth and Norfolk,4.57717341172,D+5
Hingham,-,3,1164,1177,1445,739,8th Congressional,3rd Plymouth,Plymouth and Norfolk,6.12218917726,D+6
Hingham,-,4,1021,1301,1363,768,8th Congressional,3rd Plymouth,Plymouth and Norfolk,2.00167200155,D+2
Hingham,-,5,716,951,922,645,8th Congressional,3rd Plymouth,Plymouth and Norfolk,-0.885918736925,R+1
Hingham,-,5A,604,404,717,267,8th Congressional,3rd Plymouth,Plymouth and Norfolk,14.7799916579,D+15
Hingham,-,6,1049,1200,1300,814,8th Congressional,3rd Plymouth,Plymouth and Norfolk,2.30383214936,D+2
Hinsdale,-,1,728,297,606,403,1st Congressional,2nd Berkshire,"Berkshire, Hampshire, Franklin and Hampden",14.0497846944,D+14
Holbrook,-,1,794,560,773,526,8th Congressional,5th Norfolk,Norfolk and Plymouth,7.52993981086,D+8
Holbrook,-,2,748,662,708,663,8th Congressional,3rd Norfolk,Norfolk and Plymouth,0.819998502973,D+1
Holbrook,-,3,722,655,720,613,8th Congressional,3rd Norfolk,Norfolk and Plymouth,1.67506271705,D+2
Holbrook,-,4,760,526,711,583,8th Congressional,3rd Norfolk,Norfolk and Plymouth,5.48023448969,D+5
Holden,-,1,978,1090,1031,944,2nd Congressional,1st Worcester,1st Worcester,-1.84444574047,R+2
Holden,-,2,1038,1012,1159,910,2nd Congressional,1st Worcester,1st Worcester,1.80291949452,D+2
Holden,-,3,984,1001,1070,763,2nd Congressional,1st Worcester,1st Worcester,2.26253050896,D+2
Holden,-,4,985,1067,1193,1025,2nd Congressional,1st Worcester,1st Worcester,-0.528243625152,R+1
Holden,-,5,1095,1145,1152,970,2nd Congressional,1st Worcester,1st Worcester,-0.0222019860006,EVEN
Holland,-,1,593,690,475,720,1st Congressional,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",-8.43599577853,R+8
Holliston,-,1,1204,1040,1394,744,5th Congressional,8th Middlesex,2nd Middlesex and Norfolk,7.75272696242,D+8
Holliston,-,2,1257,857,1409,639,5th Congressional,8th Middlesex,2nd Middlesex and Norfolk,12.5204730452,D+13
Holliston,-,3,1142,752,1293,582,5th Congressional,8th Middlesex,2nd Middlesex and Norfolk,13.0707268992,D+13
Holliston,-,4,1034,862,1195,598,5th Congressional,8th Middlesex,2nd Middlesex and Norfolk,8.88760944268,D+9
Holyoke,1,A,879,36,815,58,1st Congressional,5th Hampden,2nd Hampden and Hampshire,43.2074599202,D+43
Holyoke,1,B,803,80,787,99,1st Congressional,5th Hampden,2nd Hampden and Hampshire,38.3460194775,D+38
Holyoke,2,A,780,124,696,121,1st Congressional,5th Hampden,2nd Hampden and Hampshire,34.2288212587,D+34
Holyoke,2,B,684,45,702,72,1st Congressional,5th Hampden,2nd Hampden and Hampshire,40.680299476,D+41
Holyoke,3,A,1055,213,867,284,1st Congressional,5th Hampden,2nd Hampden and Hampshire,27.9190505807,D+28
Holyoke,3,B,974,447,837,497,1st Congressional,5th Hampden,2nd Hampden and Hampshire,14.199757837,D+14
Holyoke,4,A,665,68,639,93,1st Congressional,5th Hampden,2nd Hampden and Hampshire,37.4749695216,D+37
Holyoke,4,B,845,148,822,174,1st Congressional,5th Hampden,2nd Hampden and Hampshire,32.2756908953,D+32
Holyoke,5,A,1034,734,925,748,1st Congressional,5th Hampden,2nd Hampden and Hampshire,5.39585528678,D+5
Holyoke,5,B,958,312,873,384,1st Congressional,5th Hampden,2nd Hampden and Hampshire,20.9221900518,D+21
Holyoke,6,A,897,241,841,256,1st Congressional,5th Hampden,2nd Hampden and Hampshire,26.2275941484,D+26
Holyoke,6,B,949,260,854,320,1st Congressional,5th Hampden,2nd Hampden and Hampshire,24.1256622125,D+24
Holyoke,7,A,954,588,981,558,1st Congressional,5th Hampden,2nd Hampden and Hampshire,11.269014937,D+11
Holyoke,7,B,1059,360,1017,358,1st Congressional,5th Hampden,2nd Hampden and Hampshire,22.7668064906,D+23
Hopedale,-,1,1701,1536,1759,1375,4th Congressional,10th Worcester,Worcester and Norfolk,2.77331639304,D+3
Hopkinton,-,1,1059,1065,1498,706,4th Congressional,8th Middlesex,2nd Middlesex and Norfolk,7.54513726807,D+8
Hopkinton,-,2,1065,1081,1342,777,4th Congressional,8th Middlesex,2nd Middlesex and Norfolk,4.90083846836,D+5
Hopkinton,-,3,1058,1093,1232,728,4th Congressional,8th Middlesex,2nd Middlesex and Norfolk,4.16893883557,D+4
Hopkinton,-,4,1026,1097,1286,700,4th Congressional,8th Middlesex,2nd Middlesex and Norfolk,4.73146217858,D+5
Hubbardston,-,1,1160,1381,1040,1376,2nd Congressional,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",-7.15358691704,R+7
Hudson,-,1,899,592,896,570,3rd Congressional,3rd Middlesex,Middlesex and Worcester,9.16814623767,D+9
Hudson,-,2,708,521,785,457,3rd Congressional,3rd Middlesex,Middlesex and Worcester,8.88561284764,D+9
Hudson,-,3,845,745,827,658,3rd Congressional,3rd Middlesex,Middlesex and Worcester,2.83871435356,D+3
Hudson,-,4,862,753,903,627,3rd Congressional,3rd Middlesex,Middlesex and Worcester,4.58555732279,D+5
Hudson,-,5,891,726,1109,664,3rd Congressional,3rd Middlesex,Middlesex and Worcester,7.46178076122,D+7
Hudson,-,6,680,410,728,400,3rd Congressional,3rd Middlesex,Middlesex and Worcester,11.9453437787,D+12
Hudson,-,7,757,438,780,399,3rd Congressional,3rd Middlesex,Middlesex and Worcester,13.2077803189,D+13
Hull,-,1,1282,793,1335,741,8th Congressional,3rd Plymouth,Plymouth and Norfolk,11.5097799994,D+12
Hull,-,2,1105,753,1058,756,8th Congressional,3rd Plymouth,Plymouth and Norfolk,7.36995937189,D+7
Hull,-,3,1197,872,1295,859,8th Congressional,3rd Plymouth,Plymouth and Norfolk,7.47491294856,D+7
Huntington,-,1,554,479,460,611,1st Congressional,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",-3.34135303647,R+3
Ipswich,-,1,1214,771,1337,605,6th Congressional,4th Essex,1st Essex and Middlesex,13.4252602801,D+13
Ipswich,-,2,1318,936,1354,770,6th Congressional,4th Essex,1st Essex and Middlesex,9.49716551551,D+9
Ipswich,-,3,885,1138,1029,867,6th Congressional,4th Essex,1st Essex and Middlesex,-2.69627984813,R+3
Ipswich,-,4,1047,913,1219,771,6th Congressional,4th Essex,1st Essex and Middlesex,5.83181922132,D+6
Kingston,-,1,853,799,849,792,9th Congressional,12th Plymouth,Plymouth and Barnstable,0.150123872151,EVEN
Kingston,-,2,761,1057,921,992,9th Congressional,12th Plymouth,Plymouth and Barnstable,-6.4535218655,R+6
Kingston,-,3,751,1027,897,985,9th Congressional,12th Plymouth,Plymouth and Barnstable,-6.5079469819,R+7
Kingston,-,4,814,843,804,810,9th Congressional,12th Plymouth,Plymouth and Barnstable,-2.07027397203,R+2
Lakeville,-,1,823,1003,783,1037,4th Congressional,12th Bristol,1st Bristol and Plymouth,-7.48699730729,R+7
Lakeville,-,2,782,1141,774,1158,4th Congressional,12th Bristol,1st Bristol and Plymouth,-11.1721046651,R+11
Lakeville,-,3,817,1168,909,1179,4th Congressional,12th Bristol,1st Bristol and Plymouth,-9.15864282109,R+9
Lancaster,-,1,829,950,883,801,3rd Congressional,12th Worcester,Worcester and Middlesex,-2.09836496814,R+2
Lancaster,-,2,899,965,967,850,3rd Congressional,12th Worcester,Worcester and Middlesex,-0.842522850008,R+1
Lanesborough,-,1,1144,430,998,597,1st Congressional,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",16.0570310239,D+16
Lawrence,A,1,768,180,869,166,3rd Congressional,14th Essex,2nd Essex and Middlesex,31.0164199733,D+31
Lawrence,A,2,670,56,729,71,3rd Congressional,16th Essex,2nd Essex and Middlesex,40.1423190803,D+40
Lawrence,A,3,650,196,730,208,3rd Congressional,14th Essex,2nd Essex and Middlesex,25.8189907034,D+26
Lawrence,A,4,633,88,864,122,3rd Congressional,16th Essex,2nd Essex and Middlesex,36.1624459037,D+36
Lawrence,B,1,889,98,962,119,3rd Congressional,16th Essex,2nd Essex and Middlesex,37.9715004396,D+38
Lawrence,B,2,804,45,788,51,3rd Congressional,16th Essex,2nd Essex and Middlesex,42.7775268223,D+43
