city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
N. Brookfield,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,1181,1459,907,1413,Worcester
Oakham,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,554,664,435,633,Worcester
Spencer,-,2,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,735,752,517,670,Worcester
Spencer,-,3,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,679,913,542,859,Worcester
Spencer,-,4,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,878,810,613,768,Worcester
Spencer,-,1,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,697,812,593,748,Worcester
W. Brookfield,-,1,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,1137,1127,869,1008,Worcester
Fall River,5,B,6th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,345,197,385,138,Bristol
Fall River,5,B1,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,67,55,65,38,Bristol
Fall River,5,C,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,482,341,541,244,Bristol
Fall River,6,C,6th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,652,502,625,439,Bristol
Fall River,6,C1,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,18,11,15,4,Bristol
Fall River,7,A,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,696,515,689,443,Bristol
Fall River,7,B,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,598,367,535,316,Bristol
Fall River,7,C,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,748,450,663,324,Bristol
Fall River,8,A,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,636,444,600,338,Bristol
Fall River,8,B,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,914,645,881,563,Bristol
Fall River,8,C,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,948,779,902,661,Bristol
Fall River,9,A,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1158,918,986,794,Bristol
Fall River,9,B,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,757,567,676,503,Bristol
Fall River,9,C,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,986,613,797,481,Bristol
Fall River,1,B,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,600,518,601,434,Bristol
Fall River,1,C,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,637,613,622,481,Bristol
Fall River,2,A,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,518,388,510,317,Bristol
Fall River,2,B,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,442,395,491,276,Bristol
Fall River,2,C,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,522,455,567,372,Bristol
Fall River,3,A,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,370,541,674,458,Bristol
Fall River,3,B,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,656,525,663,410,Bristol
Fall River,3,C,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,713,619,641,456,Bristol
Fall River,4,A,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,535,348,551,267,Bristol
Fall River,4,B,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,522,319,561,215,Bristol
Fall River,4,C,7th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,562,313,679,229,Bristol
Fall River,5,A,7th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,396,285,438,180,Bristol
Fall River,1,A,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,765,763,816,640,Bristol
Fall River,6,A,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,685,691,714,517,Bristol
Fall River,6,B,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,531,394,579,312,Bristol
Freetown,-,1,6th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,841,943,665,910,Bristol
Freetown,-,2,8th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,825,992,707,875,Bristol
Freetown,-,3,8th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,817,971,663,864,Bristol
Beverly,1,1,6th Essex,2nd Essex,6th Congressional,5th District,1220,615,941,640,Essex
Beverly,1,2,6th Essex,2nd Essex,6th Congressional,5th District,1402,662,1072,705,Essex
Beverly,2,1,6th Essex,2nd Essex,6th Congressional,5th District,1557,468,1111,435,Essex
Beverly,2,2,6th Essex,2nd Essex,6th Congressional,5th District,1615,457,1336,484,Essex
Beverly,3,1,6th Essex,2nd Essex,6th Congressional,5th District,1293,469,916,396,Essex
Beverly,3,2,6th Essex,2nd Essex,6th Congressional,5th District,1209,605,1005,607,Essex
Beverly,4,1,6th Essex,2nd Essex,6th Congressional,5th District,897,386,741,332,Essex
Beverly,4,2,6th Essex,2nd Essex,6th Congressional,5th District,1830,581,1489,557,Essex
Beverly,5,1,6th Essex,2nd Essex,6th Congressional,5th District,1380,729,1117,676,Essex
Beverly,5,2,6th Essex,2nd Essex,6th Congressional,5th District,1334,732,1073,661,Essex
Beverly,6,1,6th Essex,2nd Essex,6th Congressional,5th District,1584,643,1250,581,Essex
Beverly,6,2,6th Essex,2nd Essex,6th Congressional,5th District,1382,858,1134,830,Essex
Chicopee,2,A,6th Hampden,Hampden,1st Congressional,8th District,646,339,677,279,Hampden
Chicopee,3,A,6th Hampden,Hampden,1st Congressional,8th District,755,610,658,509,Hampden
Chicopee,4,A,6th Hampden,Hampden,1st Congressional,8th District,788,499,659,463,Hampden
Chicopee,6,BE,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,690,803,580,798,Hampden
Chicopee,6,BW,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,175,161,136,145,Hampden
Chicopee,1,A,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,818,654,660,640,Hampden
Chicopee,1,B,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1020,775,833,750,Hampden
Chicopee,2,B,8th Hampden,Hampden,1st Congressional,8th District,910,757,753,658,Hampden
Chicopee,3,B,8th Hampden,Hampden,1st Congressional,8th District,650,465,617,395,Hampden
Chicopee,4,B,8th Hampden,Hampden,1st Congressional,8th District,797,447,708,460,Hampden
Chicopee,5,B,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,767,539,655,524,Hampden
Chicopee,6,AN,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,243,140,188,147,Hampden
Chicopee,6,AS,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,485,389,401,374,Hampden
Chicopee,7,A,8th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,649,402,602,355,Hampden
Chicopee,7,B,8th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,802,439,695,400,Hampden
Chicopee,8,A,8th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,855,628,704,558,Hampden
Chicopee,8,B,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,738,602,617,543,Hampden
Chicopee,9,A,8th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,846,631,697,564,Hampden
Chicopee,9,B,8th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,982,802,801,763,Hampden
Chicopee,5,A,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,886,554,697,516,Hampden
W. Springfield,-,1,6th Hampden,Hampden,1st Congressional,8th District,519,386,458,246,Hampden
W. Springfield,-,2,6th Hampden,Hampden,1st Congressional,8th District,705,474,576,373,Hampden
W. Springfield,-,3,6th Hampden,Hampden,1st Congressional,8th District,850,636,675,584,Hampden
W. Springfield,-,4,6th Hampden,Hampden,1st Congressional,8th District,966,718,776,674,Hampden
W. Springfield,-,5,6th Hampden,Hampden,1st Congressional,8th District,1162,1076,929,1044,Hampden
W. Springfield,-,6,6th Hampden,Hampden,1st Congressional,8th District,1033,1024,858,993,Hampden
W. Springfield,-,7,6th Hampden,Hampden,1st Congressional,8th District,1053,1130,807,1082,Hampden
W. Springfield,-,8,6th Hampden,Hampden,1st Congressional,8th District,869,623,632,541,Hampden
Avon,-,1,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1601,1030,1254,1068,Norfolk
Canton,-,1,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1421,742,1102,715,Norfolk
Canton,-,2,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1617,825,1255,831,Norfolk
Canton,-,3,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1527,781,1276,739,Norfolk
Canton,-,4,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1653,1040,1245,991,Norfolk
Canton,-,5,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1546,825,1248,801,Norfolk
Canton,-,6,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1458,752,1182,654,Norfolk
Stoughton,-,1,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1444,662,1220,642,Norfolk
Stoughton,-,5,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1082,594,908,598,Norfolk
Stoughton,-,7,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1174,517,982,483,Norfolk
Stoughton,-,8,6th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1025,459,856,419,Norfolk
Stoughton,-,2,8th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1263,601,1032,597,Norfolk
Stoughton,-,3,8th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1326,640,1058,628,Norfolk
Stoughton,-,4,8th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1386,843,1084,839,Norfolk
Stoughton,-,6,8th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,1554,765,1311,714,Norfolk
Hanson,-,1,6th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1098,1123,829,1060,Plymouth
Hanson,-,2,6th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1125,1095,864,1045,Plymouth
Hanson,-,3,6th Plymouth,2nd Plymouth and Bristol,9th Congressional,4th District,1021,1096,739,1019,Plymouth
Pembroke,-,1,6th Plymouth,Plymouth and Barnstable,9th Congressional,1st District,1329,1135,1049,1035,Plymouth
Pembroke,-,2,6th Plymouth,Plymouth and Barnstable,9th Congressional,1st District,1145,1021,865,927,Plymouth
Pembroke,-,3,6th Plymouth,Plymouth and Barnstable,9th Congressional,1st District,1244,1029,893,1034,Plymouth
Pembroke,-,4,6th Plymouth,Plymouth and Barnstable,9th Congressional,1st District,1238,1083,948,954,Plymouth
Pembroke,-,5,6th Plymouth,Plymouth and Barnstable,9th Congressional,1st District,1218,995,875,963,Plymouth
Charlton,-,1,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,952,907,712,945,Worcester
Charlton,-,2,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,887,1145,652,1029,Worcester
Charlton,-,3,6th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,975,1122,701,1001,Worcester
Charlton,-,4,7th Worcester,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,945,953,644,881,Worcester
Dudley,-,1,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,1071,1203,843,1076,Worcester
Dudley,-,2,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,906,1068,663,954,Worcester
Dudley,-,3,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,767,921,607,841,Worcester
Southbridge,-,1,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,849,559,769,510,Worcester
Southbridge,-,2,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,714,527,722,411,Worcester
Southbridge,-,3,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,755,683,685,600,Worcester
Southbridge,-,4,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,1024,815,811,764,Worcester
Southbridge,-,5,6th Worcester,Worcester and Norfolk,1st Congressional,7th District,737,438,727,301,Worcester
Salem,1,1,7th Essex,2nd Essex,6th Congressional,5th District,1514,418,1270,468,Essex
Salem,1,2,7th Essex,2nd Essex,6th Congressional,5th District,751,125,836,83,Essex
Salem,2,1,7th Essex,2nd Essex,6th Congressional,5th District,1617,325,1332,350,Essex
Salem,2,2,7th Essex,2nd Essex,6th Congressional,5th District,1784,287,1428,298,Essex
Salem,3,1,7th Essex,2nd Essex,6th Congressional,5th District,1152,362,939,329,Essex
Salem,3,2,7th Essex,2nd Essex,6th Congressional,5th District,1084,488,902,476,Essex
Salem,4,1,7th Essex,2nd Essex,6th Congressional,5th District,1232,506,941,503,Essex
Salem,4,2,7th Essex,2nd Essex,6th Congressional,5th District,1174,651,890,590,Essex
Salem,5,1,7th Essex,2nd Essex,6th Congressional,5th District,1436,382,1145,392,Essex
Salem,5,2,7th Essex,2nd Essex,6th Congressional,5th District,1259,294,1066,277,Essex
Salem,6,1,7th Essex,2nd Essex,6th Congressional,5th District,1405,426,1102,459,Essex
Salem,6,2,7th Essex,2nd Essex,6th Congressional,5th District,1350,383,972,402,Essex
Salem,7,1,7th Essex,2nd Essex,6th Congressional,5th District,1026,309,1067,366,Essex
Salem,7,2,7th Essex,2nd Essex,6th Congressional,5th District,1239,477,1060,465,Essex
Ludlow,-,1,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,968,996,814,838,Hampden
Ludlow,-,2,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,776,648,653,581,Hampden
Ludlow,-,3,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,942,1276,713,1116,Hampden
Ludlow,-,4,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,945,908,828,800,Hampden
Ludlow,-,5,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,717,746,569,688,Hampden
Ludlow,-,6,7th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1119,1121,906,1074,Hampden
Ashland,-,1,7th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1371,566,1121,536,Middlesex
Ashland,-,2,7th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1528,594,1166,588,Middlesex
Ashland,-,3,7th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1373,593,1139,565,Middlesex
Ashland,-,4,7th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1368,576,1147,576,Middlesex
Ashland,-,5,7th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1668,607,1111,503,Middlesex
Abington,-,1,7th Plymouth,Norfolk and Plymouth,8th Congressional,4th District,1037,764,818,717,Plymouth
Abington,-,2,7th Plymouth,Norfolk and Plymouth,8th Congressional,4th District,960,838,739,785,Plymouth
Abington,-,3,7th Plymouth,Norfolk and Plymouth,8th Congressional,4th District,954,848,773,808,Plymouth
Abington,-,4,7th Plymouth,Norfolk and Plymouth,8th Congressional,4th District,1117,904,877,878,Plymouth
Abington,-,5,7th Plymouth,Norfolk and Plymouth,8th Congressional,4th District,1141,882,908,829,Plymouth
Whitman,-,1,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1307,1055,940,939,Plymouth
Whitman,-,2,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1070,992,766,938,Plymouth
Whitman,-,3,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1029,974,838,1052,Plymouth
Whitman,-,4,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1090,861,849,886,Plymouth
Auburn,-,1,7th Worcester,2nd Worcester,2nd Congressional,7th District,1172,916,934,841,Worcester
Auburn,-,2,7th Worcester,2nd Worcester,2nd Congressional,7th District,1160,910,959,822,Worcester
Auburn,-,3,7th Worcester,2nd Worcester,2nd Congressional,7th District,1171,910,968,839,Worcester
Auburn,-,4,7th Worcester,2nd Worcester,2nd Congressional,7th District,1101,720,830,746,Worcester
Auburn,-,5,7th Worcester,2nd Worcester,2nd Congressional,7th District,1016,850,805,752,Worcester
Millbury,-,1,7th Worcester,2nd Worcester,2nd Congressional,7th District,1010,944,749,815,Worcester
Millbury,-,2,7th Worcester,2nd Worcester,2nd Congressional,7th District,1114,1073,888,1042,Worcester
Millbury,-,3,7th Worcester,2nd Worcester,2nd Congressional,7th District,1007,898,782,832,Worcester
Millbury,-,4,7th Worcester,2nd Worcester,2nd Congressional,7th District,1065,824,743,756,Worcester
Westport,-,A,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,969,1006,795,829,Bristol
Westport,-,B,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,1295,1029,1006,935,Bristol
Westport,-,C,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,847,1015,735,799,Bristol
Westport,-,D,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,916,865,800,752,Bristol
Westport,-,E,8th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,1292,1103,1047,970,Bristol
Marblehead,-,1,8th Essex,3rd Essex,6th Congressional,6th District,1800,620,1420,614,Essex
Marblehead,-,2,8th Essex,3rd Essex,6th Congressional,6th District,1777,597,1440,629,Essex
Marblehead,-,3,8th Essex,3rd Essex,6th Congressional,6th District,1554,589,1235,623,Essex
Marblehead,-,4,8th Essex,3rd Essex,6th Congressional,6th District,1702,668,1376,674,Essex
Marblehead,-,5,8th Essex,3rd Essex,6th Congressional,6th District,1615,667,1322,608,Essex
Marblehead,-,6,8th Essex,3rd Essex,6th Congressional,6th District,1680,649,1318,611,Essex
Swampscott,-,1,8th Essex,3rd Essex,6th Congressional,6th District,982,523,784,506,Essex
Swampscott,-,2,8th Essex,3rd Essex,6th Congressional,6th District,1255,431,1008,413,Essex
Swampscott,-,3,8th Essex,3rd Essex,6th Congressional,6th District,977,375,842,375,Essex
Swampscott,-,4,8th Essex,3rd Essex,6th Congressional,6th District,1292,375,1038,399,Essex
Swampscott,-,5,8th Essex,3rd Essex,6th Congressional,6th District,1075,442,890,436,Essex
Swampscott,-,6,8th Essex,3rd Essex,6th Congressional,6th District,1264,409,992,457,Essex
Holliston,-,1,8th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1765,740,1394,744,Middlesex
Holliston,-,2,8th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1739,608,1409,639,Middlesex
Holliston,-,3,8th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1761,612,1293,582,Middlesex
Holliston,-,4,8th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1506,619,1195,598,Middlesex
