city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
Winthrop,-,3,19th Suffolk,1st Suffolk and Middlesex,5th Congressional,6th District,1104,552,924,610,Suffolk
Winthrop,-,4,19th Suffolk,1st Suffolk and Middlesex,5th Congressional,6th District,939,556,806,524,Suffolk
Winthrop,-,5,19th Suffolk,1st Suffolk and Middlesex,5th Congressional,6th District,1134,645,884,706,Suffolk
Winthrop,-,6,19th Suffolk,1st Suffolk and Middlesex,5th Congressional,6th District,1134,564,917,593,Suffolk
Barnstable,-,1,1st Barnstable,Cape and Islands,9th Congressional,1st District,1693,1025,1278,1015,Barnstable
Barnstable,-,2,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1338,1000,1022,946,Barnstable
Barnstable,-,3,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1111,670,912,643,Barnstable
Barnstable,-,4,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1300,814,994,879,Barnstable
Barnstable,-,5,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1356,1117,1049,1115,Barnstable
Barnstable,-,6,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1318,1040,1033,1006,Barnstable
Barnstable,-,7,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1595,1003,1252,994,Barnstable
Barnstable,-,8,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1027,605,875,575,Barnstable
Barnstable,-,9,2nd Barnstable,Cape and Islands,9th Congressional,1st District,733,384,620,341,Barnstable
Barnstable,-,10,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1197,985,928,929,Barnstable
Barnstable,-,13,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1034,587,868,619,Barnstable
Barnstable,-,11,5th Barnstable,Cape and Islands,9th Congressional,1st District,1387,1124,1124,1101,Barnstable
Barnstable,-,12,5th Barnstable,Cape and Islands,9th Congressional,1st District,1402,1082,1050,1032,Barnstable
Brewster,-,1,1st Barnstable,Cape and Islands,9th Congressional,1st District,1673,796,1307,815,Barnstable
Brewster,-,2,1st Barnstable,Cape and Islands,9th Congressional,1st District,1684,735,1320,750,Barnstable
Brewster,-,3,4th Barnstable,Cape and Islands,9th Congressional,1st District,1583,807,1186,805,Barnstable
Dennis,-,1,1st Barnstable,Cape and Islands,9th Congressional,1st District,1280,868,981,884,Barnstable
Dennis,-,2,1st Barnstable,Cape and Islands,9th Congressional,1st District,1316,862,1091,783,Barnstable
Dennis,-,3,1st Barnstable,Cape and Islands,9th Congressional,1st District,1109,674,844,667,Barnstable
Dennis,-,4,1st Barnstable,Cape and Islands,9th Congressional,1st District,1266,792,1003,771,Barnstable
Dennis,-,5,1st Barnstable,Cape and Islands,9th Congressional,1st District,1210,742,968,646,Barnstable
Yarmouth,-,1,1st Barnstable,Cape and Islands,9th Congressional,1st District,1488,884,1204,854,Barnstable
Yarmouth,-,2,1st Barnstable,Cape and Islands,9th Congressional,1st District,1455,905,1155,912,Barnstable
Yarmouth,-,3,1st Barnstable,Cape and Islands,9th Congressional,1st District,1145,672,904,663,Barnstable
Yarmouth,-,4,1st Barnstable,Cape and Islands,9th Congressional,1st District,1220,867,1002,860,Barnstable
Yarmouth,-,7,1st Barnstable,Cape and Islands,9th Congressional,1st District,1596,1059,1251,1009,Barnstable
Yarmouth,-,5,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1100,848,881,797,Barnstable
Yarmouth,-,6,2nd Barnstable,Cape and Islands,9th Congressional,1st District,1145,758,907,753,Barnstable
Adams,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,527,253,439,255,Berkshire
Adams,-,2,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,574,291,476,270,Berkshire
Adams,-,3,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,601,324,475,268,Berkshire
Adams,-,4,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,512,269,446,233,Berkshire
Adams,-,5,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,680,291,577,259,Berkshire
Cheshire,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1124,775,978,741,Berkshire
Clarksburg,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,583,390,510,327,Berkshire
Florida,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,209,203,191,170,Berkshire
Hancock,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,257,207,189,159,Berkshire
Lanesborough,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1237,604,998,597,Berkshire
New Ashford,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,98,48,101,39,Berkshire
N. Adams,1,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,932,388,793,367,Berkshire
N. Adams,2,2,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,848,288,721,270,Berkshire
N. Adams,3,3,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,678,216,669,218,Berkshire
N. Adams,4,4,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,957,390,816,414,Berkshire
N. Adams,5,5,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,801,318,731,301,Berkshire
Williamstown,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1294,225,1162,224,Berkshire
Williamstown,-,2,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,575,49,580,51,Berkshire
Williamstown,-,3,1st Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1327,225,1174,203,Berkshire
Foxborough,-,1,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1213,738,1002,774,Norfolk
Foxborough,-,2,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1415,909,1119,831,Norfolk
Foxborough,-,3,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1350,936,1048,877,Norfolk
Foxborough,-,4,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1410,918,1031,881,Norfolk
Foxborough,-,5,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1352,856,932,798,Norfolk
Norton,-,3,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1232,933,1007,876,Bristol
Norton,-,4,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1400,1070,991,943,Bristol
Norton,-,5,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,723,617,590,597,Bristol
Norton,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1290,1077,996,1035,Bristol
Norton,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1273,1038,971,977,Bristol
Amesbury,-,1,1st Essex,1st Essex,6th Congressional,5th District,1209,646,930,623,Essex
Amesbury,-,2,1st Essex,1st Essex,6th Congressional,5th District,1165,502,901,503,Essex
Amesbury,-,3,1st Essex,1st Essex,6th Congressional,5th District,1189,510,960,498,Essex
Amesbury,-,4,1st Essex,1st Essex,6th Congressional,5th District,977,487,805,502,Essex
Amesbury,-,5,1st Essex,1st Essex,6th Congressional,5th District,1167,732,745,675,Essex
Amesbury,-,6,1st Essex,1st Essex,6th Congressional,5th District,1079,449,833,430,Essex
Newburyport,1,1,1st Essex,1st Essex,6th Congressional,5th District,1246,329,1023,335,Essex
Newburyport,2,1,1st Essex,1st Essex,6th Congressional,5th District,1666,395,1412,400,Essex
Newburyport,3,1,1st Essex,1st Essex,6th Congressional,5th District,1640,487,1260,463,Essex
Newburyport,4,1,1st Essex,1st Essex,6th Congressional,5th District,1758,560,1386,501,Essex
Newburyport,5,1,1st Essex,1st Essex,6th Congressional,5th District,1246,630,935,577,Essex
Newburyport,6,1,1st Essex,1st Essex,6th Congressional,5th District,1353,661,1103,634,Essex
Newburyport,1,P,1st Essex,1st Essex,6th Congressional,5th District,315,191,266,204,Essex
Salisbury,-,1,1st Essex,1st Essex,6th Congressional,5th District,1125,841,825,740,Essex
Salisbury,-,2,1st Essex,1st Essex,6th Congressional,5th District,961,892,726,726,Essex
Salisbury,-,3,1st Essex,1st Essex,6th Congressional,5th District,759,864,547,783,Essex
Ashfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,993,180,836,184,Franklin
Buckland,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,889,268,703,230,Franklin
Chester,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,313,415,238,372,Hampden
Chesterfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,510,287,398,267,Hampshire
Conway,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,989,278,865,249,Franklin
Cummington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,413,162,334,156,Hampshire
Deerfield,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,2425,839,1968,777,Franklin
Goshen,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,418,231,364,213,Hampshire
Huntington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,585,593,460,611,Hampshire
Leverett,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1193,163,996,185,Franklin
Middlefield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,199,124,155,115,Hampshire
Montague,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,846,178,729,182,Franklin
Montague,-,2,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,521,272,418,206,Franklin
Montague,-,3,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,554,211,411,218,Franklin
Montague,-,4,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,590,231,490,208,Franklin
Montague,-,5,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,480,128,388,91,Franklin
Montague,-,6,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,529,191,422,190,Franklin
Plainfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,316,116,263,107,Hampshire
Shelburne,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,927,209,821,230,Franklin
Shutesbury,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1154,144,980,142,Franklin
Sunderland,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1605,394,1353,387,Franklin
Whately,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,745,332,582,328,Franklin
Williamsburg,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1446,337,1207,347,Hampshire
Worthington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,571,271,430,229,Hampshire
Brimfield,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,1063,1193,793,1113,Hampden
Holland,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,698,793,475,720,Hampden
Palmer,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,768,797,572,743,Hampden
Palmer,-,1A,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,109,107,81,118,Hampden
Palmer,-,2,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,802,923,633,863,Hampden
Palmer,-,3,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,750,594,602,577,Hampden
Palmer,-,4,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,679,819,587,782,Hampden
Sturbridge,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,1173,803,904,765,Worcester
Sturbridge,-,2,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,1212,887,872,861,Worcester
Sturbridge,-,3,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,1032,825,758,789,Worcester
Wales,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,429,619,365,550,Hampden
Ware,-,B,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,697,845,541,733,Hampshire
Ware,-,C,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,927,1045,696,936,Hampshire
Ware,-,A,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,729,554,616,520,Hampshire
Warren,-,A,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,844,1021,653,948,Worcester
Warren,-,B,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,305,354,251,318,Worcester
Hatfield,-,1,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1578,686,1284,660,Hampshire
Montgomery,-,1,1st Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,246,312,199,281,Hampden
Northampton,1,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,955,102,817,106,Hampshire
Northampton,1,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1339,137,1113,173,Hampshire
Northampton,2,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1209,57,1115,48,Hampshire
Northampton,2,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,825,47,694,41,Hampshire
Northampton,3,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1247,107,1104,100,Hampshire
Northampton,3,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1166,109,1000,97,Hampshire
Northampton,4,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,908,62,810,52,Hampshire
Northampton,4,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1116,93,974,82,Hampshire
Northampton,5,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1035,142,948,137,Hampshire
Northampton,5,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1125,116,998,114,Hampshire
Northampton,6,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1049,270,868,295,Hampshire
Northampton,6,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1259,230,1033,234,Hampshire
Northampton,7,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1241,168,1037,189,Hampshire
Northampton,7,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1175,215,1001,210,Hampshire
Southampton,-,1,1st Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,2231,1811,1744,1692,Hampshire
Westhampton,-,1,1st Hampshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,746,426,629,408,Hampshire
Ashby,-,1,1st Middlesex,"Worcester, Hampden, Hampshire and Middlesex",3rd Congressional,7th District,956,1008,722,974,Middlesex
Ayer,-,1,1st Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1387,718,1078,729,Middlesex
Ayer,-,2,37th Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1545,819,1084,769,Middlesex
Dunstable,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1243,877,954,837,Middlesex
Groton,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1735,709,1410,703,Middlesex
Groton,-,2,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1561,788,1247,765,Middlesex
Groton,-,3,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1645,652,1260,670,Middlesex
Pepperell,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1298,1099,965,1053,Middlesex
Pepperell,-,2,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1361,1083,1023,1008,Middlesex
Pepperell,-,3,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1210,1023,944,1037,Middlesex
Townsend,-,1,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,854,894,645,884,Middlesex
Townsend,-,2,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,890,851,699,803,Middlesex
Townsend,-,3,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,943,875,738,863,Middlesex
Randolph,-,5,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1064,352,822,286,Norfolk
Randolph,-,6,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,972,260,908,235,Norfolk
Randolph,-,11,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1178,427,957,348,Norfolk
Randolph,-,12,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1254,423,954,320,Norfolk
Randolph,-,4,5th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1214,281,988,289,Norfolk
Randolph,-,1,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1137,261,974,263,Norfolk
Randolph,-,2,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1026,198,930,158,Norfolk
Randolph,-,3,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1193,249,907,244,Norfolk
Randolph,-,7,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1134,285,958,272,Norfolk
Randolph,-,8,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1178,230,1070,196,Norfolk
Randolph,-,9,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1177,229,1051,203,Norfolk
Randolph,-,10,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1149,328,990,284,Norfolk
Holden,-,1,1st Worcester,1st Worcester,2nd Congressional,7th District,1362,1004,1031,944,Worcester
Holden,-,2,1st Worcester,1st Worcester,2nd Congressional,7th District,1473,1017,1159,910,Worcester
Holden,-,3,1st Worcester,1st Worcester,2nd Congressional,7th District,1351,835,1070,763,Worcester
Holden,-,4,1st Worcester,1st Worcester,2nd Congressional,7th District,1665,1095,1193,1025,Worcester
Holden,-,5,1st Worcester,1st Worcester,2nd Congressional,7th District,1474,1045,1152,970,Worcester
Paxton,-,1,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,1625,1268,1213,1197,Worcester
Princeton,-,1,1st Worcester,1st Worcester,2nd Congressional,7th District,1530,977,1183,898,Worcester
Rutland,-,1,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,942,960,624,778,Worcester
Rutland,-,2,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,984,949,693,844,Worcester
Rutland,-,3,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,892,758,705,722,Worcester
Westminster,-,2,1st Worcester,Worcester and Middlesex,3rd Congressional,7th District,1302,1229,994,1088,Worcester
Westminster,-,1,2nd Worcester,Worcester and Middlesex,3rd Congressional,7th District,1363,1248,964,1077,Worcester
Lynnfield,-,1,20th Middlesex,3rd Essex,6th Congressional,6th District,1106,953,829,915,Essex
Lynnfield,-,2,20th Middlesex,3rd Essex,6th Congressional,6th District,1157,966,888,932,Essex
Lynnfield,-,3,20th Middlesex,3rd Essex,6th Congressional,6th District,939,937,721,903,Essex
Lynnfield,-,4,20th Middlesex,3rd Essex,6th Congressional,6th District,1011,1113,800,1079,Essex
N. Reading,-,1,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1412,1124,1066,1023,Middlesex
N. Reading,-,2,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1398,937,1018,920,Middlesex
N. Reading,-,3,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1371,1012,1067,1031,Middlesex
N. Reading,-,4,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1404,1043,1132,1012,Middlesex
Reading,-,1,20th Middlesex,5th Middlesex,6th Congressional,6th District,1466,783,1173,811,Middlesex
Reading,-,6,20th Middlesex,5th Middlesex,6th Congressional,6th District,1120,557,893,555,Middlesex
Reading,-,7,20th Middlesex,5th Middlesex,6th Congressional,6th District,1424,655,1167,666,Middlesex
Reading,-,8,20th Middlesex,5th Middlesex,6th Congressional,6th District,1321,715,1062,715,Middlesex
Reading,-,2,30th Middlesex,5th Middlesex,6th Congressional,6th District,1317,635,1051,655,Middlesex
Reading,-,3,30th Middlesex,5th Middlesex,6th Congressional,6th District,1604,869,1189,810,Middlesex
Reading,-,4,30th Middlesex,5th Middlesex,6th Congressional,6th District,1432,626,1121,617,Middlesex
Reading,-,5,30th Middlesex,5th Middlesex,6th Congressional,6th District,1450,604,1192,544,Middlesex
Bedford,-,1,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1782,535,1419,548,Middlesex
Bedford,-,2,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1457,649,1165,648,Middlesex
Bedford,-,3,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1717,501,1379,512,Middlesex
Bedford,-,4,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1496,495,1122,503,Middlesex
Burlington,-,1,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1448,941,1188,946,Middlesex
Burlington,-,2,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1048,539,863,495,Middlesex
Burlington,-,3,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1390,804,1070,777,Middlesex
Burlington,-,4,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1257,710,1002,683,Middlesex
Burlington,-,5,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1413,856,1161,902,Middlesex
Burlington,-,6,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1320,915,1134,884,Middlesex
Burlington,-,7,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1571,801,1215,747,Middlesex
Billerica,-,1,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1350,880,1087,834,Middlesex
Billerica,-,2,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1271,930,999,930,Middlesex
Billerica,-,3,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1199,993,957,929,Middlesex
Billerica,-,4,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1020,860,804,803,Middlesex
Billerica,-,5,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1226,1110,953,1093,Middlesex
Billerica,-,6,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1263,958,795,820,Middlesex
Billerica,-,7,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1255,805,979,876,Middlesex
Billerica,-,8,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1303,1035,955,1065,Middlesex
Billerica,-,9,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1137,1048,860,996,Middlesex
Billerica,-,10,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1169,1103,859,1061,Middlesex
Billerica,-,11,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1135,1009,852,912,Middlesex
Arlington,-,1,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,885,154,802,173,Middlesex
Arlington,-,3,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1223,137,1049,169,Middlesex
Arlington,-,5,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1095,207,932,233,Middlesex
Arlington,-,6,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1084,173,946,178,Middlesex
Arlington,-,7,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1080,168,938,173,Middlesex
Arlington,-,9,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1025,219,813,205,Middlesex
Arlington,-,11,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1187,255,1007,306,Middlesex
Arlington,-,13,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,992,368,846,375,Middlesex
Arlington,-,14,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1116,189,930,201,Middlesex
Arlington,-,15,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1192,274,1000,271,Middlesex
Arlington,-,16,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1083,203,924,199,Middlesex
Arlington,-,17,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1059,182,908,193,Middlesex
Arlington,-,18,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1120,307,958,323,Middlesex
Arlington,-,19,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1145,233,1003,268,Middlesex
Arlington,-,20,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1100,196,1014,225,Middlesex
Arlington,-,21,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1150,156,999,159,Middlesex
Arlington,-,2,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1196,216,1028,232,Middlesex
Arlington,-,4,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1112,169,1022,195,Middlesex
Arlington,-,8,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1281,173,1169,153,Middlesex
Arlington,-,10,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1246,179,1129,192,Middlesex
Arlington,-,12,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1300,223,1122,229,Middlesex
Medford,3,2,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,1608,682,1339,725,Middlesex
Medford,6,1,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,2001,368,1793,344,Middlesex
Medford,6,2,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,1605,488,1378,533,Middlesex
Medford,4,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,866,156,1013,167,Middlesex
Medford,4,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1678,423,1483,441,Middlesex
Medford,5,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1652,352,1447,350,Middlesex
Medford,5,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1359,277,1246,294,Middlesex
Medford,7,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1007,264,891,274,Middlesex
Medford,8,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1378,488,1220,497,Middlesex
Medford,1,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1342,506,1221,499,Middlesex
Medford,1,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1431,528,1319,513,Middlesex
Medford,2,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1345,630,1198,626,Middlesex
Medford,2,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1479,729,1187,738,Middlesex
Medford,3,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1416,655,1376,670,Middlesex
Medford,7,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1652,480,1122,426,Middlesex
